journal,issn,category_publindex,year_publindex
ACI STRUCTURAL JOURNAL,0889-3241,A1,Ene 2015 - Dic 2015
ACM COMPUTING SURVEYS,0360-0300,A1,Ene 2015 - Dic 2015
ACM Computing Surveys,1557-7341,A1,Ene 2015 - Dic 2015
ACM SIGPLAN NOTICES,1523-2867,A1,Ene 2015 - Dic 2015
ACM Transactions on Algorithms,1549-6333,A1,Ene 2015 - Dic 2015
"ACM TRANSACTIONS ON ALGORITHMS. ACM, NEW YORK.",1549-6325,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON AUTONOMOUS AND ADAPTIVE SYSTEMS,1556-4665,A1,Ene 2015 - Dic 2015
ACM Transactions on Autonomous and Adaptive Systems,1556-4703,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON COMPUTATIONAL LOGIC,1529-3785,A1,Ene 2015 - Dic 2015
ACM Transactions on Computational Logic,1557-945X,A1,Ene 2015 - Dic 2015
ACM Transactions on Computer Systems,1557-7333,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON COMPUTER-HUMAN INTERACTION,1073-0516,A1,Ene 2015 - Dic 2015
ACM Transactions on Computer-Human Interaction,1557-7325,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON DATABASE SYSTEMS,0362-5915,A1,Ene 2015 - Dic 2015
ACM Transactions on Database Systems,1557-4644,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON GRAPHICS,0730-0301,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON GRAPHICS,1557-7368,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON INFORMATION AND SYSTEM SECURITY,1557-7406,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON INFORMATION SYSTEMS,1046-8188,A1,Ene 2015 - Dic 2015
ACM Transactions on Information Systems,1558-2868,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY,2157-6904,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY,2157-6912,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON KNOWLEDGE DISCOVERY FROM DATA,1556-4681,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON MANAGEMENT INFORMATION SYSTEMS,2158-656X,A1,Ene 2015 - Dic 2015
ACM Transactions on Management Information Systems,2158-6578,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,0098-3500,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,1557-7295,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,0164-0925,A1,Ene 2015 - Dic 2015
ACM Transactions on Programming Languages and Systems,1558-4593,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON SENSOR NETWORKS,1550-4859,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,1049-331X,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,1557-7392,A1,Ene 2015 - Dic 2015
ACM TRANSACTIONS ON STORAGE,1553-3077,A1,Ene 2015 - Dic 2015
ACM Transactions on Storage,1553-3093,A1,Ene 2015 - Dic 2015
ACM Transactions on the Web,1559-114X,A1,Ene 2015 - Dic 2015
ACME: AN INTERNATIONAL E-JOURNAL FOR CRITICAL GEOGRAPHIES,1492-9732,A1,Ene 2015 - Dic 2015
ACS APPLIED MATERIALS & INTERFACES,1944-8244,A1,Ene 2015 - Dic 2015
ACS APPLIED MATERIALS & INTERFACES,1944-8252,A1,Ene 2015 - Dic 2015
ACS CATALYSIS,2155-5435,A1,Ene 2015 - Dic 2015
ACS CHEMICAL BIOLOGY,1554-8929,A1,Ene 2015 - Dic 2015
ACS CHEMICAL BIOLOGY,1554-8937,A1,Ene 2015 - Dic 2015
ACS CHEMICAL NEUROSCIENCE,1948-7193,A1,Ene 2015 - Dic 2015
ACS COMBINATORIAL SCIENCE,2156-8952,A1,Ene 2015 - Dic 2015
ACS MACRO LETTERS,2161-1653,A1,Ene 2015 - Dic 2015
ACS MEDICINAL CHEMISTRY LETTERS,1948-5875,A1,Ene 2015 - Dic 2015
ACS NANO,1936-0851,A1,Ene 2015 - Dic 2015
ACS NANO,1936-086X,A1,Ene 2015 - Dic 2015
ACS SUSTAINABLE CHEMISTRY & ENGINEERING,2168-0485,A1,Ene 2015 - Dic 2015
ACS SYNTHETIC BIOLOGY,2161-5063,A1,Ene 2015 - Dic 2015
ACTA ACUSTICA UNITED WITH ACUSTICA,1861-9959,A1,Ene 2015 - Dic 2015
Acta Acustica united with Acustica,1436-7947,A1,Ene 2015 - Dic 2015
ACTA AMAZÔNICA,1809-4392,A1,Ene 2015 - Dic 2015
ACTA AMAZÔNICA,0044-5967,A1,Ene 2015 - Dic 2015
ACTA ANAESTHESIOLOGICA SCANDINAVICA,0001-5172,A1,Ene 2015 - Dic 2015
ACTA ANAESTHESIOLOGICA SCANDINAVICA,1399-6576,A1,Ene 2015 - Dic 2015
Acta Analytica,1874-6349,A1,Ene 2015 - Dic 2015
ACTA ANALYTICA: INTERNATIONAL PERIODICAL FOR PHILOSOPHY IN ANALYTICAL TRADITION,0353-5150,A1,Ene 2015 - Dic 2015
ACTA ASTRONAUTICA,0094-5765,A1,Ene 2015 - Dic 2015
ACTA ASTRONOMICA,0001-5237,A1,Ene 2015 - Dic 2015
ACTA BIOETHICA,1726-569X,A1,Ene 2015 - Dic 2015
ACTA BIOMATERIALIA,1742-7061,A1,Ene 2015 - Dic 2015
ACTA BIOMATERIALIA,1878-7568,A1,Ene 2015 - Dic 2015
ACTA BIOQUÍMICA CLÍNICA LATINOAMERICANA -,1851-6114,A1,Ene 2015 - Dic 2015
ACTA BIOTHEORETICA,1572-8358,A1,Ene 2015 - Dic 2015
ACTA BOTANICA BRASILICA,1677-941X,A1,Ene 2015 - Dic 2015
ACTA BOTANICA BRASILICA,0102-3306,A1,Ene 2015 - Dic 2015
ACTA BOTÁNICA MEXICANA,0187-7151,A1,Ene 2015 - Dic 2015
ACTA CIRÚRGICA BRASILEIRA / SOCIEDADE BRASILEIRA PARA DESENVOLVIMENTO PESQUISA EM CIRURGIA,1678-2674,A1,Ene 2015 - Dic 2015
"ACTA CRYSTALLOGRAPHICA SECTION B, STRUCTURAL SCIENCE, CRYSTAL ENGINEERING AND MATERIALS",2052-5192,A1,Ene 2015 - Dic 2015
"ACTA CRYSTALLOGRAPHICA SECTION B, STRUCTURAL SCIENCE, CRYSTAL ENGINEERING AND MATERIALS",2052-5206,A1,Ene 2015 - Dic 2015
ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE,0108-7681,A1,Ene 2015 - Dic 2015
ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,0907-4449,A1,Ene 2015 - Dic 2015
"ACTA CRYSTALLOGRAPHICA. SECTION B, STRUCTURAL SCIENCE",1600-5740,A1,Ene 2015 - Dic 2015
"ACTA CRYSTALLOGRAPHICA. SECTION D, BIOLOGICAL CRYSTALLOGRAPHY",1399-0047,A1,Ene 2015 - Dic 2015
ACTA DE INVESTIGACIÓN PSICOLÓGICA,2007-4719,A1,Ene 2015 - Dic 2015
ACTA DERMATO-VENEREOLOGICA,0001-5555,A1,Ene 2015 - Dic 2015
ACTA DERMATO-VENEREOLOGICA,1651-2057,A1,Ene 2015 - Dic 2015
ACTA DIABETOLOGICA,0940-5429,A1,Ene 2015 - Dic 2015
ACTA DIABETOLOGICA,1432-5233,A1,Ene 2015 - Dic 2015
ACTA GEOTECHNICA,1861-1133,A1,Ene 2015 - Dic 2015
ACTA GEOTECHNICA BERLIN,1861-1125,A1,Ene 2015 - Dic 2015
ACTA LIMNOLOGICA BRASILIENSIA (ONLINE),2179-975X,A1,Ene 2015 - Dic 2015
ACTA LITERARIA,0717-6848,A1,Ene 2015 - Dic 2015
ACTA MATERIALIA,1359-6454,A1,Ene 2015 - Dic 2015
ACTA MATHEMATICA,0001-5962,A1,Ene 2015 - Dic 2015
ACTA MECHANICA,1619-6937,A1,Ene 2015 - Dic 2015
ACTA MÉDICA COSTARRICENSE,0001-6012,A1,Ene 2015 - Dic 2015
ACTA MÉDICA COSTARRICENSE -,0001-6002,A1,Ene 2015 - Dic 2015
ACTA MEDICA PERUANA,1728-5917,A1,Ene 2015 - Dic 2015
ACTA NEUROCHIRURGICA,0001-6268,A1,Ene 2015 - Dic 2015
ACTA NEUROCHIRURGICA,0942-0940,A1,Ene 2015 - Dic 2015
ACTA NEUROPATHOLOGICA,0001-6322,A1,Ene 2015 - Dic 2015
ACTA NEUROPATHOLOGICA,1432-0533,A1,Ene 2015 - Dic 2015
ACTA NUMERICA,1474-0508,A1,Ene 2015 - Dic 2015
ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,0001-6349,A1,Ene 2015 - Dic 2015
ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,1600-0412,A1,Ene 2015 - Dic 2015
ACTA ODONTOLÓGICA LATINOAMERICANA : AOL,1852-4834,A1,Ene 2015 - Dic 2015
ACTA ONCOLOGICA,0284-186X,A1,Ene 2015 - Dic 2015
ACTA ONCOLOGICA,1651-226X,A1,Ene 2015 - Dic 2015
ACTA OPHTHALMOLOGICA,1755-375X,A1,Ene 2015 - Dic 2015
ACTA OPHTHALMOLOGICA,1755-3768,A1,Ene 2015 - Dic 2015
ACTA ORNITHOL,0001-6454,A1,Ene 2015 - Dic 2015
ACTA ORTHOPAEDICA,1745-3674,A1,Ene 2015 - Dic 2015
ACTA ORTHOPAEDICA,1745-3682,A1,Ene 2015 - Dic 2015
ACTA ORTOPEDICA BRASILEIRA,1809-4406,A1,Ene 2015 - Dic 2015
ACTA ORTOPÉDICA BRASILEIRA,1413-7852,A1,Ene 2015 - Dic 2015
Acta ortopédica mexicana,2306-4102,A1,Ene 2015 - Dic 2015
ACTA OTORHINOLARYNGOLOGICA ITALICA : ORGANO UFFICIALE DELLA SOCIETÀ ITALIANA DI OTORINOLARINGOLOGIA E,1827-675X,A1,Ene 2015 - Dic 2015
ACTA PAEDIATRICA,0803-5253,A1,Ene 2015 - Dic 2015
ACTA PAEDIATRICA,1651-2227,A1,Ene 2015 - Dic 2015
ACTA PALAEONTOLOGICA POLONICA,0567-7920,A1,Ene 2015 - Dic 2015
Acta Palaeontologica Polonica,1732-2421,A1,Ene 2015 - Dic 2015
ACTA PAULISTA DE ENFERMAGEM,0103-2100,A1,Ene 2015 - Dic 2015
ACTA PAULISTA DE ENFERMAGEM,1982-0194,A1,Ene 2015 - Dic 2015
Acta pediátrica de México,2395-8235,A1,Ene 2015 - Dic 2015
ACTA PHARMACOLOGICA SINICA,1671-4083,A1,Ene 2015 - Dic 2015
ACTA PHARMACOLOGICA SINICA,1745-7254,A1,Ene 2015 - Dic 2015
ACTA PHYSICA SLOVACA,0323-0465,A1,Ene 2015 - Dic 2015
Acta Physica Slovaca,1336-040X,A1,Ene 2015 - Dic 2015
ACTA PHYSIOLOGICA,1748-1708,A1,Ene 2015 - Dic 2015
ACTA PHYSIOLOGICA,1748-1716,A1,Ene 2015 - Dic 2015
ACTA POETICA,0185-3082,A1,Ene 2015 - Dic 2015
ACTA POLITICA,0001-6810,A1,Ene 2015 - Dic 2015
Acta Politica,1741-1416,A1,Ene 2015 - Dic 2015
ACTA PSYCHIATRICA SCANDINAVICA,0001-690X,A1,Ene 2015 - Dic 2015
ACTA PSYCHIATRICA SCANDINAVICA,1600-0447,A1,Ene 2015 - Dic 2015
ACTA PSYCHOLOGICA,0001-6918,A1,Ene 2015 - Dic 2015
ACTA PSYCHOLOGICA,1873-6297,A1,Ene 2015 - Dic 2015
ACTA RADIOLOGICA,0284-1851,A1,Ene 2015 - Dic 2015
ACTA RADIOLOGICA,1600-0455,A1,Ene 2015 - Dic 2015
ACTA SCIENTIARUM. AGRONOMY (ONLINE),1807-8621,A1,Ene 2015 - Dic 2015
ACTA SCIENTIARUM. ANIMAL SCIENCES,1807-8672,A1,Ene 2015 - Dic 2015
ACTA SOCIOLOGICA,1502-3869,A1,Ene 2015 - Dic 2015
ACTA SOCIOLOGICA,0001-6993,A1,Ene 2015 - Dic 2015
ACTA THEOLOGICA,1015-8758,A1,Ene 2015 - Dic 2015
ACTA TOXICOLOGICA ARGENTINA,1851-3743,A1,Ene 2015 - Dic 2015
ACTA TROPICA,0001-706X,A1,Ene 2015 - Dic 2015
Acta universitaria,2007-9621,A1,Ene 2015 - Dic 2015
ACTA VETERINARIA SCANDINAVICA,1751-0147,A1,Ene 2015 - Dic 2015
ACTA ZOOLÓGICA MEXICANA (NUEVA SERIE),0065-1737,A1,Ene 2015 - Dic 2015
ACTIVE LEARNING IN HIGHER EDUCATION,1741-2625,A1,Ene 2015 - Dic 2015
ACTUALIDADES INVESTIGATIVAS EN EDUCACIÓN,1409-4703,A1,Ene 2015 - Dic 2015
ACUPUNCTURE IN MEDICINE : JOURNAL OF THE BRITISH MEDICAL ACUPUNCTURE SOCIETY,0964-5284,A1,Ene 2015 - Dic 2015
ACUPUNCTURE IN MEDICINE : JOURNAL OF THE BRITISH MEDICAL ACUPUNCTURE SOCIETY,1759-9873,A1,Ene 2015 - Dic 2015
AD HOC NETWORKS,1570-8705,A1,Ene 2015 - Dic 2015
ADAPTATION,1755-0645,A1,Ene 2015 - Dic 2015
ADAPTIVE BEHAVIOR,1059-7123,A1,Ene 2015 - Dic 2015
ADDICTION,0965-2140,A1,Ene 2015 - Dic 2015
ADDICTION,1360-0443,A1,Ene 2015 - Dic 2015
ADDICTION BIOLOGY,1355-6215,A1,Ene 2015 - Dic 2015
ADDICTION BIOLOGY,1369-1600,A1,Ene 2015 - Dic 2015
ADDICTION SCIENCE & CLINICAL PRACTICE,1940-0640,A1,Ene 2015 - Dic 2015
ADDICTIVE BEHAVIORS,0306-4603,A1,Ene 2015 - Dic 2015
ADDICTIVE BEHAVIORS,1873-6327,A1,Ene 2015 - Dic 2015
ADMINISTRATION & SOCIETY,1552-3039,A1,Ene 2015 - Dic 2015
ADMINISTRATION &AMP; SOCIETY,0095-3997,A1,Ene 2015 - Dic 2015
ADMINISTRATION AND POLICY IN MENTAL HEALTH,0894-587X,A1,Ene 2015 - Dic 2015
ADMINISTRATION AND POLICY IN MENTAL HEALTH,1573-3289,A1,Ene 2015 - Dic 2015
ADMINISTRATIVE LAW REVIEW,0001-8368,A1,Ene 2015 - Dic 2015
ADMINISTRATIVE SCIENCE QUARTERLY,0001-8392,A1,Ene 2015 - Dic 2015
ADMINISTRATIVE SCIENCE QUARTERLY,1930-3815,A1,Ene 2015 - Dic 2015
ADVANCED DRUG DELIVERY REVIEWS,0169-409X,A1,Ene 2015 - Dic 2015
ADVANCED DRUG DELIVERY REVIEWS,1872-8294,A1,Ene 2015 - Dic 2015
ADVANCED ENERGY MATERIALS,1614-6832,A1,Ene 2015 - Dic 2015
ADVANCED ENERGY MATERIALS,1614-6840,A1,Ene 2015 - Dic 2015
ADVANCED ENGINEERING INFORMATICS,1474-0346,A1,Ene 2015 - Dic 2015
ADVANCED FUNCTIONAL MATERIALS,1616-301X,A1,Ene 2015 - Dic 2015
Advanced Functional Materials,1616-3028,A1,Ene 2015 - Dic 2015
ADVANCED HEALTHCARE MATERIALS,2192-2640,A1,Ene 2015 - Dic 2015
ADVANCED HEALTHCARE MATERIALS,2192-2659,A1,Ene 2015 - Dic 2015
ADVANCED MATERIALS,0935-9648,A1,Ene 2015 - Dic 2015
"ADVANCED MATERIALS (DEERFIELD BEACH, FLA.)",1521-4095,A1,Ene 2015 - Dic 2015
ADVANCED NONLINEAR STUDIES,1536-1365,A1,Ene 2015 - Dic 2015
ADVANCED OPTICAL MATERIALS,2195-1071,A1,Ene 2015 - Dic 2015
ADVANCED POWDER TECHNOLOGY,1568-5527,A1,Ene 2015 - Dic 2015
ADVANCED SYNTHESIS & CATALYSIS,1615-4169,A1,Ene 2015 - Dic 2015
ADVANCED SYNTHESIS &AMP; CATALYSIS,1615-4150,A1,Ene 2015 - Dic 2015
ADVANCES IN AGRONOMY,0065-2113,A1,Ene 2015 - Dic 2015
ADVANCES IN ANATOMIC PATHOLOGY,1072-4109,A1,Ene 2015 - Dic 2015
ADVANCES IN ANATOMIC PATHOLOGY,1533-4031,A1,Ene 2015 - Dic 2015
ADVANCES IN ANATOMY EMBRYOLOGY AND CELL BIOLOGY,0301-5556,A1,Ene 2015 - Dic 2015
ADVANCES IN APPLIED MECHANICS,0065-2156,A1,Ene 2015 - Dic 2015
ADVANCES IN APPLIED MICROBIOLOGY,0065-2164,A1,Ene 2015 - Dic 2015
ADVANCES IN ATOMIC MOLECULAR AND OPTICAL PHYSICS,1049-250X,A1,Ene 2015 - Dic 2015
ADVANCES IN CALCULUS OF VARIATIONS,1864-8266,A1,Ene 2015 - Dic 2015
ADVANCES IN CANCER RESEARCH,0065-230X,A1,Ene 2015 - Dic 2015
ADVANCES IN CARBOHYDRATE CHEMISTRY AND BIOCHEMISTRY,0065-2318,A1,Ene 2015 - Dic 2015
ADVANCES IN CATALYSIS,0360-0564,A1,Ene 2015 - Dic 2015
ADVANCES IN CHEMICAL PHYSICS,0065-2385,A1,Ene 2015 - Dic 2015
ADVANCES IN CHILD DEVELOPMENT AND BEHAVIOR,0065-2407,A1,Ene 2015 - Dic 2015
ADVANCES IN CHRONIC KIDNEY DISEASE (,1548-5595,A1,Ene 2015 - Dic 2015
ADVANCES IN CHRONIC KIDNEY DISEASE (,1548-5609,A1,Ene 2015 - Dic 2015
ADVANCES IN CLINICAL CHEMISTRY,0065-2423,A1,Ene 2015 - Dic 2015
ADVANCES IN COLLOID AND INTERFACE SCIENCE,0001-8686,A1,Ene 2015 - Dic 2015
ADVANCES IN COMPLEX SYSTEMS. A MULTIDISCIPLINARY JOURNAL,0219-5259,A1,Ene 2015 - Dic 2015
ADVANCES IN COMPUTATIONAL MATHEMATICS,1019-7168,A1,Ene 2015 - Dic 2015
ADVANCES IN COMPUTATIONAL MATHEMATICS,1572-9044,A1,Ene 2015 - Dic 2015
ADVANCES IN DENTAL RESEARCH,1544-0737,A1,Ene 2015 - Dic 2015
ADVANCES IN DIFFERENTIAL EQUATIONS,1079-9389,A1,Ene 2015 - Dic 2015
ADVANCES IN ECOLOGICAL RESEARCH,0065-2504,A1,Ene 2015 - Dic 2015
ADVANCES IN ENGINEERING SOFTWARE,0965-9978,A1,Ene 2015 - Dic 2015
ADVANCES IN ENGINEERING SOFTWARE,0141-1195,A1,Ene 2015 - Dic 2015
ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY,0065-2598,A1,Ene 2015 - Dic 2015
ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,0065-2601,A1,Ene 2015 - Dic 2015
ADVANCES IN GENETICS INCORPORATING MOLECULAR GENETIC MEDICINE,0065-2660,A1,Ene 2015 - Dic 2015
ADVANCES IN GEOPHYSICS,0065-2687,A1,Ene 2015 - Dic 2015
ADVANCES IN GEOSCIENCES,1680-7359,A1,Ene 2015 - Dic 2015
ADVANCES IN HEALTH SCIENCES EDUCATION,1382-4996,A1,Ene 2015 - Dic 2015
ADVANCES IN HEALTH SCIENCES EDUCATION,1573-1677,A1,Ene 2015 - Dic 2015
ADVANCES IN HEAT TRANSFER,0065-2717,A1,Ene 2015 - Dic 2015
ADVANCES IN IMMUNOLOGY,0065-2776,A1,Ene 2015 - Dic 2015
ADVANCES IN IMMUNOLOGY,1557-8445,A1,Ene 2015 - Dic 2015
ADVANCES IN INSECT PHYSIOLOGY,0065-2806,A1,Ene 2015 - Dic 2015
ADVANCES IN MARINE BIOLOGY,0065-2881,A1,Ene 2015 - Dic 2015
ADVANCES IN MATHEMATICS,0001-8708,A1,Ene 2015 - Dic 2015
ADVANCES IN MATHEMATICS,1090-2082,A1,Ene 2015 - Dic 2015
ADVANCES IN MATHEMATICS OF COMMUNICATIONS,1930-5346,A1,Ene 2015 - Dic 2015
ADVANCES IN MICROBIAL PHYSIOLOGY,0065-2911,A1,Ene 2015 - Dic 2015
Advances in Natural Sciences: Nanoscience and Nanotechnology,2043-6262,A1,Ene 2015 - Dic 2015
ADVANCES IN NURSING SCIENCE,1550-5014,A1,Ene 2015 - Dic 2015
"ADVANCES IN NUTRITION (BETHESDA, MD.)",2156-5376,A1,Ene 2015 - Dic 2015
"ADVANCES IN NUTRITION (BETHESDA, MD.)",2161-8313,A1,Ene 2015 - Dic 2015
ADVANCES IN OPTICS AND PHOTONICS,1943-8206,A1,Ene 2015 - Dic 2015
ADVANCES IN ORGANOMETALLIC CHEMISTRY,0065-3055,A1,Ene 2015 - Dic 2015
ADVANCES IN PARASITOLOGY,0065-308X,A1,Ene 2015 - Dic 2015
ADVANCES IN PHARMACOLOGICAL SCIENCES,1687-6342,A1,Ene 2015 - Dic 2015
"ADVANCES IN PHARMACOLOGY (SAN DIEGO, CALIF.)",1054-3589,A1,Ene 2015 - Dic 2015
"ADVANCES IN PHARMACOLOGY (SAN DIEGO, CALIF.)",1557-8925,A1,Ene 2015 - Dic 2015
ADVANCES IN PHYSICAL ORGANIC CHEMISTRY,0065-3160,A1,Ene 2015 - Dic 2015
ADVANCES IN PHYSICS,0001-8732,A1,Ene 2015 - Dic 2015
ADVANCES IN PHYSICS,1460-6976,A1,Ene 2015 - Dic 2015
ADVANCES IN POLYMER SCIENCE,0065-3195,A1,Ene 2015 - Dic 2015
ADVANCES IN PROTEIN CHEMISTRY AND STRUCTURAL BIOLOGY,1876-1631,A1,Ene 2015 - Dic 2015
ADVANCES IN PROTEIN CHEMISTRY AND STRUCTURAL BIOLOGY,1876-1623,A1,Ene 2015 - Dic 2015
ADVANCES IN SKIN & WOUND CARE,1527-7941,A1,Ene 2015 - Dic 2015
ADVANCES IN SKIN & WOUND CARE,1538-8654,A1,Ene 2015 - Dic 2015
ADVANCES IN SPACE RESEARCH,0273-1177,A1,Ene 2015 - Dic 2015
ADVANCES IN THE STUDY OF BEHAVIOR,0065-3454,A1,Ene 2015 - Dic 2015
ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS,1095-0753,A1,Ene 2015 - Dic 2015
ADVANCES IN THERAPY,0741-238X,A1,Ene 2015 - Dic 2015
ADVANCES IN THERAPY,1865-8652,A1,Ene 2015 - Dic 2015
ADVANCES IN VIRUS RESEARCH,0065-3527,A1,Ene 2015 - Dic 2015
ADVANCES IN VIRUS RESEARCH,1557-8399,A1,Ene 2015 - Dic 2015
ADVANCES IN WATER RESOURCES,0309-1708,A1,Ene 2015 - Dic 2015
AEOLIAN RESEARCH,1875-9637,A1,Ene 2015 - Dic 2015
AEROSOL SCIENCE & TECHNOLOGY,1521-7388,A1,Ene 2015 - Dic 2015
AEROSOL SCIENCE AND TECHNOLOGY,0278-6826,A1,Ene 2015 - Dic 2015
AEROSPACE SCIENCE AND TECHNOLOGY,1270-9638,A1,Ene 2015 - Dic 2015
AESTHETIC PLASTIC SURGERY,1432-5241,A1,Ene 2015 - Dic 2015
AESTHETIC SURGERY JOURNAL / THE AMERICAN SOCIETY FOR AESTHETIC PLASTIC SURGERY,1527-330X,A1,Ene 2015 - Dic 2015
AFRICA,0001-9720,A1,Ene 2015 - Dic 2015
Africa,1750-0184,A1,Ene 2015 - Dic 2015
AFRICAN AFFAIRS,0001-9909,A1,Ene 2015 - Dic 2015
AFRICAN AFFAIRS,1468-2621,A1,Ene 2015 - Dic 2015
AFRICAN ARCHAEOLOGICAL REVIEW,0263-0338,A1,Ene 2015 - Dic 2015
African Archaeological Review,1572-9842,A1,Ene 2015 - Dic 2015
AFRICAN DIASPORA,1872-5457,A1,Ene 2015 - Dic 2015
African Diaspora,1872-5465,A1,Ene 2015 - Dic 2015
AFRICAN NATURAL HISTORY,2305-7963,A1,Ene 2015 - Dic 2015
AFRICAN STUDIES REVIEW,0002-0206,A1,Ene 2015 - Dic 2015
AFRIKA SPECTRUM,0002-0397,A1,Ene 2015 - Dic 2015
AFRO-ÁSIA,0002-0591,A1,Ene 2015 - Dic 2015
"AGE (DORDRECHT, NETHERLANDS)",1574-4647,A1,Ene 2015 - Dic 2015
AGE AND AGEING,0002-0729,A1,Ene 2015 - Dic 2015
AGE AND AGEING,1468-2834,A1,Ene 2015 - Dic 2015
