journal,issn,category_publindex,year_publindex
AIDS REVIEWS,1139-6121,A1,Ene 2012 - Dic 2012
AISTHESIS - REVISTA CHILENA DE INVESTIGACIONES ESTÉTICAS -,0718-7181,A1,Ene 2012 - Dic 2012
AJNR. AMERICAN JOURNAL OF NEURORADIOLOGY,0195-6108,A1,Ene 2012 - Dic 2012
AJR. AMERICAN JOURNAL OF ROENTGENOLOGY,0361-803X,A1,Ene 2012 - Dic 2012
ALCOHOL,0741-8329,A1,Ene 2012 - Dic 2012
ALCOHOL AND ALCOHOLISM,0735-0414,A1,Ene 2012 - Dic 2012
ALCOHOLISM: CLINICAL AND EXPERIMENTAL RESEARCH,0145-6008,A1,Ene 2012 - Dic 2012
ALEA : ESTUDOS NEOLATINOS,1517-106X,A1,Ene 2012 - Dic 2012
ALFA : REVISTA DE LINGUÍSTICA (SÃO JOSÉ DO RIO PRETO),1981-5794,A1,Ene 2012 - Dic 2012
ALIMENTARY PHARMACOLOGY &AMP; THERAPEUTICS,0269-2813,A1,Ene 2012 - Dic 2012
ALLERGY,0105-4538,A1,Ene 2012 - Dic 2012
"ALPHA (OSORNO) - REVISTA DE ARTES, LETRAS Y FILOSOFÍA -",0718-2201,A1,Ene 2012 - Dic 2012
ALTERNATIVE MEDICINE REVIEW : A JOURNAL OF CLINICAL THERAPEUTIC,1089-5159,A1,Ene 2012 - Dic 2012
ALTEX,1868-596X,A1,Ene 2012 - Dic 2012
ALZHEIMER DISEASE AND ASSOCIATED DISORDERS,0893-0341,A1,Ene 2012 - Dic 2012
ALZHEIMER'S & DEMENTIA,1552-5260,A1,Ene 2012 - Dic 2012
AMBIENTE AND SOCIEDADE,1414-753X,A1,Ene 2012 - Dic 2012
AMBIENTE CONSTRUÍDO (ONLINE),1678-8621,A1,Ene 2012 - Dic 2012
AMÉRICA LATINA EN LA HISTORIA ECONÓMICA -,1405-2253,A1,Ene 2012 - Dic 2012
AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY. JOURNAL,0890-8567,A1,Ene 2012 - Dic 2012
AMERICAN HEART JOURNAL,0002-8703,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF BIOETHICS,1526-5161,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF BOTANY,0002-9122,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF CARDIOLOGY,0002-9149,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,0002-9173,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF EPIDEMIOLOGY,0002-9262,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF GERIATRIC PHARMACOTHERAPY (AJGP),1543-5946,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF HEMATOLOGY,0361-8609,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF HYPERTENSION,0895-7061,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF INFECTION CONTROL,0196-6553,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF KIDNEY DISEASES : THE OFFICIAL JOURNAL OF THE NATIONAL,0272-6386,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF MANAGED CARE,1088-0224,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF MEDICAL GENETICS. PART A,1552-4825,A1,Ene 2012 - Dic 2012
"AMERICAN JOURNAL OF MEDICAL GENETICS. PART B, NEUROPSYCHIATRIC GENETICS :",1552-4841,A1,Ene 2012 - Dic 2012
"AMERICAN JOURNAL OF MEDICAL GENETICS. PART C, SEMINARS IN MEDICAL GENETICS",1552-4868,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF NEPHROLOGY,0250-8095,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,0002-9378,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF OPHTHALMOLOGY,0002-9394,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,0002-9483,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF PHYSIOLOGY. CELL PHYSIOLOGY,0363-6143,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF PHYSIOLOGY. ENDOCRINOLOGY AND METABOLISM,0193-1849,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF PHYSIOLOGY. GASTROINTESTINAL AND LIVER PHYSIOLOGY,0193-1857,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF PHYSIOLOGY. HEART AND CIRCULATORY PHYSIOLOGY,0363-6135,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF PHYSIOLOGY. LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,1040-0605,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF PHYSIOLOGY. RENAL PHYSIOLOGY,1931-857X,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,0363-6119,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,0749-3797,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF PUBLIC HEALTH,0090-0036,A1,Ene 2012 - Dic 2012
"AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY (NEW YORK, N.Y. : )",1046-7408,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,1044-1549,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF SCIENCE,0002-9599,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF SURGERY,0002-9610,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF SURGICAL PATHOLOGY,0147-5185,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF TRANSPLANTATION : OFFICIAL JOURNAL OF THE AMERICAN,1600-6135,A1,Ene 2012 - Dic 2012
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,0002-9637,A1,Ene 2012 - Dic 2012
AMERICAN NATURALIST,0003-0147,A1,Ene 2012 - Dic 2012
AMINO ACIDS,0939-4451,A1,Ene 2012 - Dic 2012
AMYLOID : THE INTERNATIONAL JOURNAL OF EXPERIMENTAL AND CLINICAL,1350-6129,A1,Ene 2012 - Dic 2012
Amyotrophic Lateral Sclerosis,1748-2968,A1,Ene 2012 - Dic 2012
ANAEROBE,1075-9964,A1,Ene 2012 - Dic 2012
ANAESTHESIA,0003-2409,A1,Ene 2012 - Dic 2012
ANAIS BRASILEIROS DE DERMATOLOGIA,0365-0596,A1,Ene 2012 - Dic 2012
ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,0001-3765,A1,Ene 2012 - Dic 2012
ANAIS DO MUSEU PAULISTA: HISTÓRIA E CULTURA MATERIAL,0101-4714,A1,Ene 2012 - Dic 2012
ANALES DEL INSTITUTO DE LA PATAGONIA -,0718-686X,A1,Ene 2012 - Dic 2012
ANALES DEL SISTEMA SANITARIO DE NAVARRA -,1137-6627,A1,Ene 2012 - Dic 2012
ANALYST,0003-2654,A1,Ene 2012 - Dic 2012
ANALYTICA CHIMICA ACTA,0003-2670,A1,Ene 2012 - Dic 2012
ANALYTICAL AND BIOANALYTICAL CHEMISTRY,1618-2642,A1,Ene 2012 - Dic 2012
ANALYTICAL BIOCHEMISTRY,0003-2697,A1,Ene 2012 - Dic 2012
ANALYTICAL CHEMISTRY,0003-2700,A1,Ene 2012 - Dic 2012
ANCLAJES - REVISTA DEL INSTITUTO DE ANÁLISIS SEMIÓTICO DEL DISCURSO -,1851-4669,A1,Ene 2012 - Dic 2012
ANDAMIOS,1870-0063,A1,Ene 2012 - Dic 2012
ANDEAN GEOLOGY -,0718-7106,A1,Ene 2012 - Dic 2012
ANDES - ANTROPOLOGÍA E HISTORIA -,1668-8090,A1,Ene 2012 - Dic 2012
ANESTHESIA & ANALGESIA,0003-2999,A1,Ene 2012 - Dic 2012
ANESTHESIOLOGY,0003-3022,A1,Ene 2012 - Dic 2012
ANGIOGENESIS,0969-6970,A1,Ene 2012 - Dic 2012
ANGIOLOGIA E CIRURGIA VASCULAR,1646-706X,A1,Ene 2012 - Dic 2012
ANIMAL BEHAVIOUR,0003-3472,A1,Ene 2012 - Dic 2012
ANIMAL COGNITION,1435-9448,A1,Ene 2012 - Dic 2012
ANIMAL CONSERVATION,1367-9430,A1,Ene 2012 - Dic 2012
ANIMAL GENETICS,0268-9146,A1,Ene 2012 - Dic 2012
"ANNALS OF ALLERGY, ASTHMA &AMP; IMMUNOLOGY : OFFICIAL PUBLICATION OF THE",1081-1206,A1,Ene 2012 - Dic 2012
ANNALS OF BIOMEDICAL ENGINEERING,0090-6964,A1,Ene 2012 - Dic 2012
ANNALS OF BOTANY,0305-7364,A1,Ene 2012 - Dic 2012
ANNALS OF EMERGENCY MEDICINE,0196-0644,A1,Ene 2012 - Dic 2012
ANNALS OF EPIDEMIOLOGY,1047-2797,A1,Ene 2012 - Dic 2012
ANNALS OF FAMILY MEDICINE,1544-1709,A1,Ene 2012 - Dic 2012
ANNALS OF HEMATOLOGY,0939-5555,A1,Ene 2012 - Dic 2012
ANNALS OF HUMAN GENETICS,0003-4800,A1,Ene 2012 - Dic 2012
ANNALS OF MATHEMATICS. SECOND SERIES,0003-486X,A1,Ene 2012 - Dic 2012
ANNALS OF MEDICINE,0785-3890,A1,Ene 2012 - Dic 2012
ANNALS OF ONCOLOGY : OFFICIAL JOURNAL OF THE EUROPEAN SOCIETY FOR MEDICAL,0923-7534,A1,Ene 2012 - Dic 2012
ANNALS OF PHYSICS,0003-4916,A1,Ene 2012 - Dic 2012
ANNALS OF SURGERY,0003-4932,A1,Ene 2012 - Dic 2012
ANNALS OF SURGICAL ONCOLOGY,1068-9265,A1,Ene 2012 - Dic 2012
ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,0077-8923,A1,Ene 2012 - Dic 2012
ANNALS OF THE RHEUMATIC DISEASES,0003-4967,A1,Ene 2012 - Dic 2012
"ANNUAL REVIEW OF ANALYTICAL CHEMISTRY (PALO ALTO, CALIF.)",1936-1327,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF ASTRONOMY AND ASTROPHYSICS,0066-4146,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF BIOCHEMISTRY,0066-4154,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF CHEMICAL AND BIOMOLECULAR ENGINEERING,1947-5438,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF CLINICAL PSYCHOLOGY,1548-5943,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES,0084-6597,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES,1543-5938,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF FOOD SCIENCE AND TECHNOLOGY,1941-1413,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF GENETICS,0066-4197,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF IMMUNOLOGY,0732-0582,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF INFORMATION SCIENCE AND TECHNOLOGY,0066-4200,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF NEUROSCIENCE,0147-006X,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF NUCLEAR AND PARTICLE SCIENCE,0163-8998,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF NUTRITION,0199-9885,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF PATHOLOGY,1553-4006,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF PHARMACOLOGY AND TOXICOLOGY,0362-1642,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF PHYSIOLOGY,0066-4278,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF PHYTOPATHOLOGY,0066-4286,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF PLANT BIOLOGY,1543-5008,A1,Ene 2012 - Dic 2012
ANNUAL REVIEW OF PUBLIC HEALTH,0163-7525,A1,Ene 2012 - Dic 2012
ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY,1871-5206,A1,Ene 2012 - Dic 2012
ANTI-CANCER DRUGS,0959-4973,A1,Ene 2012 - Dic 2012
ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,0066-4804,A1,Ene 2012 - Dic 2012
ANTIOXIDANTS &AMP; REDOX SIGNALING,1523-0864,A1,Ene 2012 - Dic 2012
ANTIVIRAL RESEARCH,0166-3542,A1,Ene 2012 - Dic 2012
ANTIVIRAL THERAPY,1359-6535,A1,Ene 2012 - Dic 2012
APOPTOSIS : AN INTERNATIONAL JOURNAL ON PROGRAMMED CELL DEATH,1360-8185,A1,Ene 2012 - Dic 2012
APPETITE,0195-6663,A1,Ene 2012 - Dic 2012
APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,1063-5203,A1,Ene 2012 - Dic 2012
APPLIED AND ENVIRONMENTAL MICROBIOLOGY,0099-2240,A1,Ene 2012 - Dic 2012
APPLIED CATALYSIS A: GENERAL,0926-860X,A1,Ene 2012 - Dic 2012
APPLIED CATALYSIS B: ENVIRONMENTAL,0926-3373,A1,Ene 2012 - Dic 2012
APPLIED CLAY SCIENCE,0169-1317,A1,Ene 2012 - Dic 2012
APPLIED ENERGY,0306-2619,A1,Ene 2012 - Dic 2012
APPLIED MECHANICS REVIEWS,0003-6900,A1,Ene 2012 - Dic 2012
APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,0175-7598,A1,Ene 2012 - Dic 2012
APPLIED PHYSICS EXPRESS,1882-0778,A1,Ene 2012 - Dic 2012
APPLIED PHYSICS LETTERS,0003-6951,A1,Ene 2012 - Dic 2012
APPLIED SOFT COMPUTING,1568-4946,A1,Ene 2012 - Dic 2012
APPLIED SOIL ECOLOGY,0929-1393,A1,Ene 2012 - Dic 2012
APPLIED SPECTROSCOPY REVIEWS,0570-4928,A1,Ene 2012 - Dic 2012
AQUATIC MICROBIAL ECOLOGY,0948-3055,A1,Ene 2012 - Dic 2012
AQUATIC TOXICOLOGY,0166-445X,A1,Ene 2012 - Dic 2012
ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,0003-9861,A1,Ene 2012 - Dic 2012
ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,1134-3060,A1,Ene 2012 - Dic 2012
ARCHIVES OF DERMATOLOGY,0003-987X,A1,Ene 2012 - Dic 2012
ARCHIVES OF DISEASE IN CHILDHOOD,0003-9888,A1,Ene 2012 - Dic 2012
ARCHIVES OF DISEASE IN CHILDHOOD. FETAL AND NEONATAL EDITION,1359-2998,A1,Ene 2012 - Dic 2012
ARCHIVES OF NEUROLOGY,0003-9942,A1,Ene 2012 - Dic 2012
ARCHIVES OF OPHTHALMOLOGY,0003-9950,A1,Ene 2012 - Dic 2012
ARCHIVES OF PATHOLOGY &AMP; LABORATORY MEDICINE,0003-9985,A1,Ene 2012 - Dic 2012
ARCHIVES OF PEDIATRICS &AMP; ADOLESCENT MEDICINE,1072-4710,A1,Ene 2012 - Dic 2012
"ARCHIVES OF SURGERY (CHICAGO, ILL. : )",0004-0010,A1,Ene 2012 - Dic 2012
ARCHIVES OF TOXICOLOGY,0340-5761,A1,Ene 2012 - Dic 2012
ARCHIVOS ARGENTINOS DE PEDIATRÍA - PUBLICACIÓN DE LA SOCIEDAD ARGENTINA DE PEDIATRÍA -,1668-3501,A1,Ene 2012 - Dic 2012
ARCHIVOS DE LA SOCIEDAD ESPAÑOLA DE OFTALMOLOGÍA -,0365-6691,A1,Ene 2012 - Dic 2012
ARCHIVOS DE MEDICINA VETERINARIA,0301-732X,A1,Ene 2012 - Dic 2012
ARCHIVOS DE ZOOTECNIA -,0004-0592,A1,Ene 2012 - Dic 2012
ARCHIVOS VENEZOLANOS DE PUERICULTURA Y PEDIATRÍA,0004-0649,A1,Ene 2012 - Dic 2012
ARCHIVUM IMMUNOLOGIAE ET THERAPIAE EXPERIMENTALIS,0004-069X,A1,Ene 2012 - Dic 2012
ARGOS,0254-1637,A1,Ene 2012 - Dic 2012
ARGOS - REVISTA DE LA ASOCIACIÓN ARGENTINA DE ESTUDIOS CLÁSICOS (AADEC),1853-6379,A1,Ene 2012 - Dic 2012
"ARQ (SANTIAGO) - ARQUITECTURA, DISEÑO, URBANISMO, CHILE -",0717-6996,A1,Ene 2012 - Dic 2012
ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,0102-0935,A1,Ene 2012 - Dic 2012
ARQUIVOS BRASILEIROS DE CARDIOLOGIA,0066-782X,A1,Ene 2012 - Dic 2012
ARQUIVOS BRASILEIROS DE ENDOCRINOLOGIA & METABOLOGIA,0004-2730,A1,Ene 2012 - Dic 2012
ARQUIVOS BRASILEIROS DE OFTALMOLOGIA,0004-2749,A1,Ene 2012 - Dic 2012
ARQUIVOS DE GASTROENTEROLOGIA,0004-2803,A1,Ene 2012 - Dic 2012
ARQUIVOS DE NEURO-PSIQUIATRIA,0004-282X,A1,Ene 2012 - Dic 2012
ARS (SÃO PAULO),1678-5320,A1,Ene 2012 - Dic 2012
"ARTERIOSCLEROSIS, THROMBOSIS & VASCULAR BIOLOGY",1079-5642,A1,Ene 2012 - Dic 2012
ARTHRITIS AND RHEUMATISM,0004-3591,A1,Ene 2012 - Dic 2012
ARTHRITIS CARE &AMP; RESEARCH,2151-464X,A1,Ene 2012 - Dic 2012
ARTHRITIS RESEARCH &AMP; THERAPY,1478-6354,A1,Ene 2012 - Dic 2012
ARTHROSCOPY : THE JOURNAL OF ARTHROSCOPIC &AMP; RELATED SURGERY : OFFICIAL,0749-8063,A1,Ene 2012 - Dic 2012
ASN NEURO,1759-0914,A1,Ene 2012 - Dic 2012
ASTRONOMICAL JOURNAL,0004-6256,A1,Ene 2012 - Dic 2012
ASTRONOMY AND ASTROPHYSICS,0004-6361,A1,Ene 2012 - Dic 2012
ASTROPARTICLE PHYSICS,0927-6505,A1,Ene 2012 - Dic 2012
Astrophysical Journal Letters,2041-8205,A1,Ene 2012 - Dic 2012
ATENEA (CONCEPCIÓN) -,0718-0462,A1,Ene 2012 - Dic 2012
ATHEROSCLEROSIS,0021-9150,A1,Ene 2012 - Dic 2012
ATMÓSFERA -,0187-6236,A1,Ene 2012 - Dic 2012
ATMOSPHERIC CHEMISTRY AND PHYSICS,1680-7316,A1,Ene 2012 - Dic 2012
ATMOSPHERIC ENVIRONMENT,1352-2310,A1,Ene 2012 - Dic 2012
Atmospheric Measurement Techniques,1867-1381,A1,Ene 2012 - Dic 2012
AUDIOLOGY & NEUROTOLOGY,1420-3030,A1,Ene 2012 - Dic 2012
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,0004-8674,A1,Ene 2012 - Dic 2012
AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,1322-7130,A1,Ene 2012 - Dic 2012
AUSTRALIAN JOURNAL OF PHYSIOTHERAPY ( title changes ),0004-9514,A1,Ene 2012 - Dic 2012
AUTISM RESEARCH,1939-3792,A1,Ene 2012 - Dic 2012
AUTOIMMUNITY,0891-6934,A1,Ene 2012 - Dic 2012
AUTOIMMUNITY REVIEWS,1568-9972,A1,Ene 2012 - Dic 2012
AUTOMATICA,0005-1098,A1,Ene 2012 - Dic 2012
AUTOPHAGY,1554-8627,A1,Ene 2012 - Dic 2012
AVALIAÇÃO: REVISTA DA AVALIAÇÃO DA EDUCAÇÃO SUPERIOR (CAMPINAS),1414-4077,A1,Ene 2012 - Dic 2012
AVANCES EN ODONTOESTOMATOLOGÍA -,0213-1285,A1,Ene 2012 - Dic 2012
