journal,issn,category_publindex,year_publindex
Acta Cardiologica,0001-5385,B,Enero - Diciembre 2018
Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,0001-5415; 2570-981X,B,Enero - Diciembre 2018
Acta Chirurgiae Plasticae,0001-5423; 1805-4404,C,Enero - Diciembre 2018
Acta Chirurgica Belgica,0001-5458,B,Enero - Diciembre 2018
ACTA CHIRURGICA IUGOSLAVICA,0001-5474,C,Enero - Diciembre 2018
ACTA CLINICA BELGICA,0001-5512,C,Enero - Diciembre 2018
Acta Cytologica,0001-5547,A2,Enero - Diciembre 2018
Acta Dermato-Venereologica,0001-5555; 1651-2057,A1,Enero - Diciembre 2018
Acta Gastro-Enterologica Belgica,0001-5644,B,Enero - Diciembre 2018
Human Heredity,0001-5652; 1423-0062,B,Enero - Diciembre 2018
Acta Geologica Polonica,0001-5709,A2,Enero - Diciembre 2018
Acta Geologica Sinica,0001-5717,A2,Enero - Diciembre 2018
Acta Geophysica Sinica,0001-5733,A2,Enero - Diciembre 2018
Acta Haematologica,0001-5792; 1421-9662,A2,Enero - Diciembre 2018
Acta Haematologica Polonica,0001-5814,C,Enero - Diciembre 2018
Acta historica Leopoldina,0001-5857,C,Enero - Diciembre 2018
Acta Informatica,0001-5903; 1432-0525,A1,Enero - Diciembre 2018
Acta Mathematica,0001-5962,A1,Enero - Diciembre 2018
Acta Mechanica,0001-5970; 1619-6937,A1,Enero - Diciembre 2018
Acta Medica Nagasakiensia,0001-6055,C,Enero - Diciembre 2018
Acta Medica Philippina,0001-6071,C,Enero - Diciembre 2018
ACTA MICROBIOLOGICA POLONICA,0001-6195,C,Enero - Diciembre 2018
Wei sheng wu xue bao = Acta microbiologica Sinica,0001-6209,C,Enero - Diciembre 2018
Acta Musicologica,0001-6241,B,Enero - Diciembre 2018
Acta Mycologica,0001-625X; 2353-074X,C,Enero - Diciembre 2018
Acta Neurochirurgica,0001-6268; 0942-0940,A1,Enero - Diciembre 2018
Acta Neurologica Scandinavica,0001-6314; 1600-0404,A1,Enero - Diciembre 2018
Acta Neuropathologica,0001-6322; 1432-0533,A1,Enero - Diciembre 2018
Acta Obstetricia et Gynecologica Scandinavica,0001-6349; 1600-0412,A1,Enero - Diciembre 2018
Acta Odontologica Scandinavica,0001-6357; 1502-3850,A1,Enero - Diciembre 2018
Acta Oeconomica,0001-6373; 1588-2659,B,Enero - Diciembre 2018
Acta Orientalia,0001-6446; 1588-2667,A2,Enero - Diciembre 2018
Acta Ornithologica,0001-6454,A2,Enero - Diciembre 2018
Acta Orthopaedica Belgica,0001-6462,B,Enero - Diciembre 2018
Acta Oto-Laryngologica,0001-6489,A2,Enero - Diciembre 2018
Acta Otorrinolaringologica Espanola,0001-6519,B,Enero - Diciembre 2018
Acta Palaeobotanica,0001-6594; 2082-0259,A2,Enero - Diciembre 2018
Acta Pediatrica Espanola,0001-6640,C,Enero - Diciembre 2018
Acta Pharmaceutica Hungarica,0001-6659,C,Enero - Diciembre 2018
Acta Politica,0001-6810,A1,Enero - Diciembre 2018
Acta Poloniae Historica,0001-6829,B,Enero - Diciembre 2018
Acta Poloniae Pharmaceutica,0001-6837,A2,Enero - Diciembre 2018
Acta Psychiatrica Scandinavica,0001-690X; 1600-0447,A1,Enero - Diciembre 2018
Acta Psychologica,0001-6918; 1873-6297,A1,Enero - Diciembre 2018
Acta Scientiarum Mathematicarum,0001-6969,C,Enero - Diciembre 2018
Acta Societatis Botanicorum Poloniae,0001-6977,A2,Enero - Diciembre 2018
Acta Sociologica,0001-6993; 1502-3869,A1,Enero - Diciembre 2018
Acta Stomatologica Croatica,0001-7019,C,Enero - Diciembre 2018
Acta Technica CSAV (Ceskoslovensk Akademie Ved),0001-7043,C,Enero - Diciembre 2018
Acta Tropica,0001-706X,A1,Enero - Diciembre 2018
Acta Veterinaria Brno,0001-7213; 1801-7576,B,Enero - Diciembre 2018
Acta Virologica,0001-723X; 1336-2305,B,Enero - Diciembre 2018
Acta Zoologica,0001-7272; 1463-6395,A2,Enero - Diciembre 2018
Actas Dermo-Sifiliograficas,0001-7310; 1578-2190,B,Enero - Diciembre 2018
General Relativity and Gravitation,0001-7701; 1572-9532,A2,Enero - Diciembre 2018
Aktuelle Urologie,0001-7868,C,Enero - Diciembre 2018
Behavior Genetics,0001-8244; 1573-3297,A1,Enero - Diciembre 2018
Administration,0001-8325; 2449-9471,B,Enero - Diciembre 2018
Administrative Science Quarterly,0001-8392; 1930-3815,A1,Enero - Diciembre 2018
Advances in Applied Probability,0001-8678; 1475-6064,A2,Enero - Diciembre 2018
Advances in Colloid and Interface Science,0001-8686,A1,Enero - Diciembre 2018
Advances in Mathematics,0001-8708; 1090-2082,A1,Enero - Diciembre 2018
Advances in Physics,0001-8732; 1460-6976,A1,Enero - Diciembre 2018
Journal of Vocational Behavior,0001-8791; 1095-9084,A1,Enero - Diciembre 2018
Aegyptus,0001-9046; 1827-7888,C,Enero - Diciembre 2018
Aequationes Mathematicae,0001-9054; 1420-8903,A2,Enero - Diciembre 2018
Aeronautical Journal,0001-9240,B,Enero - Diciembre 2018
Aevum - Rassegna di Scienze Storiche Linguistiche e Filologiche,0001-9593; 1827-787X,A2,Enero - Diciembre 2018
Afinidad,0001-9704,C,Enero - Diciembre 2018
Africa,0001-9720,A1,Enero - Diciembre 2018
Africa Today,0001-9887; 1527-1978,A2,Enero - Diciembre 2018
African Affairs,0001-9909; 1468-2621,A1,Enero - Diciembre 2018
African Arts,0001-9933; 1937-2108,A1,Enero - Diciembre 2018
African Studies,0002-0184; 1469-2872,A1,Enero - Diciembre 2018
African Studies Review,0002-0206,A1,Enero - Diciembre 2018
Afrika Spectrum,0002-0397,A1,Enero - Diciembre 2018
Journal of Nursing Administration,0002-0443; 1539-0721,A1,Enero - Diciembre 2018
Afrique Contemporaine,0002-0478,B,Enero - Diciembre 2018
Age and Ageing,0002-0729; 1468-2834,A1,Enero - Diciembre 2018
AGENDA,0002-0796,C,Enero - Diciembre 2018
German Journal of Agricultural Economics,0002-1121; 2191-4028,B,Enero - Diciembre 2018
Agricultural Finance Review,0002-1466; 2041-6326,A2,Enero - Diciembre 2018
Agricultural History Review,0002-1490,B,Enero - Diciembre 2018
Agrochimica,0002-1857,B,Enero - Diciembre 2018
Agrokemia es Talajtan,0002-1873; 1588-2713,B,Enero - Diciembre 2018
Agronomy Journal,0002-1962; 1435-0645,A1,Enero - Diciembre 2018
Akzente,0002-3957,C,Enero - Diciembre 2018
The Alabama nurse,0002-4317,C,Enero - Diciembre 2018
Alauda,0002-4619,B,Enero - Diciembre 2018
Albany law review,0002-4678,C,Enero - Diciembre 2018
Alberta Journal of Educational Research,0002-4805; 1923-1857,C,Enero - Diciembre 2018
Aldrichimica Acta,0002-5100,A1,Enero - Diciembre 2018
Algebra and Logic,0002-5232,A2,Enero - Diciembre 2018
Algebra Universalis,0002-5240; 1420-8911,A2,Enero - Diciembre 2018
Allgemeine Forst- und Jagdzeitung,0002-5852,B,Enero - Diciembre 2018
AVN Allgemeine Vermessungs-Nachrichten,0002-5968,B,Enero - Diciembre 2018
Ambix,0002-6980,B,Enero - Diciembre 2018
Ameghiniana,0002-7014,A2,Enero - Diciembre 2018
Annals of the American Academy of Political and Social Science,0002-7162; 1552-3349,A1,Enero - Diciembre 2018
Journal of the American Academy of Religion,0002-7189,A1,Enero - Diciembre 2018
American Annals of the Deaf,0002-726X; 1543-0375,B,Enero - Diciembre 2018
American Anthropologist,0002-7294; 0364-9873; 1548-1433,A1,Enero - Diciembre 2018
American Antiquity,0002-7316,A1,Enero - Diciembre 2018
American Bee Journal,0002-7626,C,Enero - Diciembre 2018
American Behavioral Scientist,0002-7642; 1552-3381,A1,Enero - Diciembre 2018
American Biology Teacher,0002-7685,B,Enero - Diciembre 2018
American Business Law Journal,0002-7766,A2,Enero - Diciembre 2018
Journal of the American Ceramic Society,0002-7820,A1,Enero - Diciembre 2018
Journal of the American Chemical Society,0002-7863; 1520-5126,A1,Enero - Diciembre 2018
The Journal of the American College of Dentists,0002-7979,B,Enero - Diciembre 2018
Bulletin of the American College of Surgeons,0002-8045,B,Enero - Diciembre 2018
Journal of the American Dental Association,0002-8177,A1,Enero - Diciembre 2018
American Economic Review,0002-8282,A1,Enero - Diciembre 2018
American Educational Research Journal,0002-8312; 1935-1011,A1,Enero - Diciembre 2018
Transactions of the American Entomological Society,0002-8320,C,Enero - Diciembre 2018
American Family Physician,0002-838X; 1532-0650,A2,Enero - Diciembre 2018
American Fern Journal,0002-8444,B,Enero - Diciembre 2018
Transactions of the American Fisheries Society,0002-8487; 1548-8659,A1,Enero - Diciembre 2018
Journal of the American Geriatrics Society,0002-8614; 1532-5415,A1,Enero - Diciembre 2018
American Heart Journal,0002-8703; 1097-6744,A1,Enero - Diciembre 2018
Journal of the American Helicopter Society,0002-8711,A1,Enero - Diciembre 2018
American Historical Review,0002-8762,A1,Enero - Diciembre 2018
American Journal of Agricultural Economics,0002-9092,A1,Enero - Diciembre 2018
American Journal of Archaeology,0002-9114,A1,Enero - Diciembre 2018
American Journal of Botany,0002-9122; 1537-2197,A1,Enero - Diciembre 2018
American Journal of Cardiology,0002-9149,A1,Enero - Diciembre 2018
American Journal of Clinical Hypnosis,0002-9157; 2160-0562,A2,Enero - Diciembre 2018
American Journal of Clinical Nutrition,0002-9165,A1,Enero - Diciembre 2018
American Journal of Clinical Pathology,0002-9173,A1,Enero - Diciembre 2018
American Journal of Comparative Law,0002-919X,A2,Enero - Diciembre 2018
American Journal of Economics and Sociology,0002-9246; 1536-7150,B,Enero - Diciembre 2018
American Journal of Enology and Viticulture,0002-9254,A1,Enero - Diciembre 2018
American Journal of Epidemiology,0002-9262; 1476-6256,A1,Enero - Diciembre 2018
American Journal of Gastroenterology,0002-9270; 1572-0241,A1,Enero - Diciembre 2018
American Journal of Human Genetics,0002-9297; 1537-6605,A1,Enero - Diciembre 2018
American Journal of International Law,0002-9300,A1,Enero - Diciembre 2018
American Journal of Legal History,0002-9319,B,Enero - Diciembre 2018
American Journal of Mathematics,0002-9327; 1080-6377,A1,Enero - Diciembre 2018
American Journal of Medicine,0002-9343; 1555-7162,A1,Enero - Diciembre 2018
American Journal of Nursing,0002-936X; 1538-7488,A2,Enero - Diciembre 2018
American Journal of Obstetrics and Gynecology,0002-9378; 1097-6868,A1,Enero - Diciembre 2018
American Journal of Ophthalmology,0002-9394,A1,Enero - Diciembre 2018
American Journal of Orthopsychiatry,0002-9432; 1939-0025,A1,Enero - Diciembre 2018
American Journal of Pathology,0002-9440; 1525-2191,A1,Enero - Diciembre 2018
American Journal of Pharmaceutical Education,0002-9459; 1553-6467,A1,Enero - Diciembre 2018
American Journal of Philology,0002-9475,A1,Enero - Diciembre 2018
American Journal of Physical Anthropology,0002-9483; 1096-8644,A1,Enero - Diciembre 2018
American Journal of Physics,0002-9505,A2,Enero - Diciembre 2018
American Journal of Psychiatry,0002-953X; 1535-7228,A1,Enero - Diciembre 2018
American Journal of Psychoanalysis,0002-9548; 1573-6741,B,Enero - Diciembre 2018
American Journal of Psychology,0002-9556; 1939-8298,A2,Enero - Diciembre 2018
American Journal of Psychotherapy,0002-9564,B,Enero - Diciembre 2018
American Journal of Science,0002-9599,A1,Enero - Diciembre 2018
American Journal of Sociology,0002-9602; 1537-5390,A1,Enero - Diciembre 2018
American Journal of Surgery,0002-9610,A1,Enero - Diciembre 2018
American Journal of the Medical Sciences,0002-9629; 1538-2990,A2,Enero - Diciembre 2018
American Journal of Tropical Medicine and Hygiene,0002-9637; 1476-1645,A1,Enero - Diciembre 2018
American Journal of Veterinary Research,0002-9645,A2,Enero - Diciembre 2018
Journal of the American Leather Chemists Association,0002-9726,A2,Enero - Diciembre 2018
AMERICAN LITERARY REALISM,0002-9823,C,Enero - Diciembre 2018
American Literature,0002-9831,A1,Enero - Diciembre 2018
American Mathematical Monthly,0002-9890; 1930-0972,B,Enero - Diciembre 2018
Notices of the American Mathematical Society,0002-9920; 1088-9477,B,Enero - Diciembre 2018
Proceedings of the American Mathematical Society,0002-9939; 1088-6826,A1,Enero - Diciembre 2018
Transactions of the American Mathematical Society,0002-9947; 1088-6850,A1,Enero - Diciembre 2018
Bulletin of the American Meteorological Society,0003-0007; 1520-0477,A1,Enero - Diciembre 2018
American Midland Naturalist,0003-0031,B,Enero - Diciembre 2018
American Mineralogist,0003-004X,A1,Enero - Diciembre 2018
Bulletin of the American Museum of Natural History,0003-0090; 1937-3546,A1,Enero - Diciembre 2018
Journal of the American Musicological Society,0003-0139,A1,Enero - Diciembre 2018
American Naturalist,0003-0147; 1537-5323,A1,Enero - Diciembre 2018
"JAOCS, Journal of the American Oil Chemists' Society",0003-021X,A2,Enero - Diciembre 2018
Journal of the American Oriental Society. American Oriental Society,0003-0279,A2,Enero - Diciembre 2018
American Philosophical Quarterly,0003-0481,A1,Enero - Diciembre 2018
American Political Science Review,0003-0554; 1537-5943,A1,Enero - Diciembre 2018
Journal of the American Psychoanalytic Association,0003-0651; 1941-2460,A1,Enero - Diciembre 2018
American Psychologist,0003-066X; 1935-990X,A1,Enero - Diciembre 2018
American quarterly,0003-0678; 1080-6490,A1,Enero - Diciembre 2018
Bulletin of the American Schools of Oriental Research,0003-097X,A1,Enero - Diciembre 2018
Journal of the American Society for Horticultural Science,0003-1062,A2,Enero - Diciembre 2018
American Sociological Review,0003-1224; 1939-8271,A1,Enero - Diciembre 2018
The American Sociologist,0003-1232,A2,Enero - Diciembre 2018
American Speech,0003-1283; 1527-2133,A2,Enero - Diciembre 2018
American Statistician,0003-1305; 1537-2731,A1,Enero - Diciembre 2018
American Surgeon,0003-1348,B,Enero - Diciembre 2018
The American University law review,0003-1453,B,Enero - Diciembre 2018
Journal of the American Veterinary Medical Association,0003-1488,A1,Enero - Diciembre 2018
Journal of the American Water Works Association,0003-150X,B,Enero - Diciembre 2018
Americas,0003-1615; 1533-6247,A1,Enero - Diciembre 2018
Anaesthesia,0003-2409; 1365-2044,A1,Enero - Diciembre 2018
Der Anaesthesist,0003-2417; 1432-055X,B,Enero - Diciembre 2018
Analecta Bollandiana,0003-2468,B,Enero - Diciembre 2018
Analise Social,0003-2573,B,Enero - Diciembre 2018
Analysis,0003-2638; 1467-8284,A1,Enero - Diciembre 2018
The Analyst,0003-2654; 1364-5528,A1,Enero - Diciembre 2018
Analytica Chimica Acta,0003-2670; 1873-4324,A1,Enero - Diciembre 2018
Analytical Biochemistry,0003-2697; 1096-0309,A2,Enero - Diciembre 2018
Analytical Chemistry,0003-2700; 1520-6882,A1,Enero - Diciembre 2018
Analytical Letters,0003-2719; 1532-236X,B,Enero - Diciembre 2018
Journal of the Anatomical Society of India,0003-2778,C,Enero - Diciembre 2018
Anesthesia and Analgesia,0003-2999; 1526-7598,A1,Enero - Diciembre 2018
Anesthesia Progress,0003-3006,B,Enero - Diciembre 2018
Anesthesiology,0003-3022; 1528-1175,A1,Enero - Diciembre 2018
Angeiologie,0003-3049,C,Enero - Diciembre 2018
Angiologia,0003-3170,C,Enero - Diciembre 2018
Angiology,0003-3197; 1940-1574,A2,Enero - Diciembre 2018
Angle Orthodontist,0003-3219,A1,Enero - Diciembre 2018
Animal Behaviour,0003-3472; 1095-8282,A1,Enero - Diciembre 2018
Annals of Science,0003-3790; 1464-505X,B,Enero - Diciembre 2018
Annalen der Physik,0003-3804; 1521-3889,A1,Enero - Diciembre 2018
Annales Botanici Fennici,0003-3847,A2,Enero - Diciembre 2018
Annales de Biologie Clinique,0003-3898,B,Enero - Diciembre 2018
Annales de Bourgogne,0003-3901,C,Enero - Diciembre 2018
Annales de Cardiologie et d'Angeiologie,0003-3928,C,Enero - Diciembre 2018
Annales de Geographie,0003-4010,B,Enero - Diciembre 2018
Annales de Limnologie,0003-4088,B,Enero - Diciembre 2018
Annales d'Endocrinologie,0003-4266,B,Enero - Diciembre 2018
Annales des Telecommunications,0003-4347,B,Enero - Diciembre 2018
Annales Historiques de la Revolution Francaise,0003-4436; 1952-403X,A2,Enero - Diciembre 2018
Annales Medico-Psychologiques,0003-4487; 1769-6631,B,Enero - Diciembre 2018
Annales Pharmaceutiques Francaises,0003-4509,B,Enero - Diciembre 2018
Annales Zoologici,0003-4541,A2,Enero - Diciembre 2018
Annales Zoologici Fennici,0003-455X,A2,Enero - Diciembre 2018
Annali Italiani di Chirurgia,0003-469X,B,Enero - Diciembre 2018
Annals of Applied Biology,0003-4746,A1,Enero - Diciembre 2018
Annals of Human Genetics,0003-4800; 1469-1809,B,Enero - Diciembre 2018
Annals of Internal Medicine,0003-4819; 1539-3704,A1,Enero - Diciembre 2018
Annals of Mathematics,0003-486X,A1,Enero - Diciembre 2018
"Annals of Otology, Rhinology and Laryngology",0003-4894,A2,Enero - Diciembre 2018
Annals of Physics,0003-4916; 1096-035X,A1,Enero - Diciembre 2018
Annals of Surgery,0003-4932; 1528-1140,A1,Enero - Diciembre 2018
Annals of the Rheumatic Diseases,0003-4967; 1468-2060,A1,Enero - Diciembre 2018
Annals of Thoracic Surgery,0003-4975; 1552-6259,A1,Enero - Diciembre 2018
Annee Psychologique,0003-5033; 1955-2580,A2,Enero - Diciembre 2018
Anthropologica,0003-5459; 2292-3586,B,Enero - Diciembre 2018
Anthropological Linguistics,0003-5483,A2,Enero - Diciembre 2018
Anthropological Quarterly,0003-5491; 1534-1518,A1,Enero - Diciembre 2018
Anthropologie,0003-5521,A2,Enero - Diciembre 2018
Anthropologischer Anzeiger,0003-5548,A2,Enero - Diciembre 2018
Anti-Corrosion Methods and Materials,0003-5599,B,Enero - Diciembre 2018
Antigonish Review,0003-5661,C,Enero - Diciembre 2018
Antik Tanulmanyok,0003-567X; 1588-2748,C,Enero - Diciembre 2018
Antike Kunst,0003-5688,A2,Enero - Diciembre 2018
Antike und Abendland,0003-5696; 1613-0421,B,Enero - Diciembre 2018
Antiquaries Journal,0003-5815,B,Enero - Diciembre 2018
Antiquity,0003-598X,A1,Enero - Diciembre 2018
Antitrust Law Journal,0003-6056,A2,Enero - Diciembre 2018
"Antonie van Leeuwenhoek, International Journal of General and Molecula",0003-6072; 1572-9699 r Microbiology,A2,Enero - Diciembre 2018
Aperture,0003-6420,C,Enero - Diciembre 2018
Applicable Analysis,0003-6811; 1026-7360,A2,Enero - Diciembre 2018
Applied Acoustics,0003-682X,A1,Enero - Diciembre 2018
Applied Biochemistry and Microbiology,0003-6838; 1608-3024,B,Enero - Diciembre 2018
Applied Economics,0003-6846,A2,Enero - Diciembre 2018
Applied Entomology and Zoology,0003-6862; 1347-605X,A2,Enero - Diciembre 2018
Applied Ergonomics,0003-6870,A1,Enero - Diciembre 2018
Applied Mechanics Reviews,0003-6900; 1088-8535,A1,Enero - Diciembre 2018
Applied Physics Letters,0003-6951; 1077-3118,A1,Enero - Diciembre 2018
Applied Solar Energy (English translation of Geliotekhnika),0003-701X,C,Enero - Diciembre 2018
Applied Spectroscopy,0003-7028,A2,Enero - Diciembre 2018
Arcadia,0003-7982; 1613-0642,A2,Enero - Diciembre 2018
Archaeologiai Ertesito,0003-8032; 1589-486X,B,Enero - Diciembre 2018
Archaeology in Oceania,0003-8121,A1,Enero - Diciembre 2018
Archaeometry,0003-813X; 1475-4754,A1,Enero - Diciembre 2018
Architectural Design,0003-8504,A1,Enero - Diciembre 2018
Architectural Record,0003-858X,C,Enero - Diciembre 2018
Architectural Science Review,0003-8628,A1,Enero - Diciembre 2018
Archiv der Mathematik,0003-889X; 1420-8938,A2,Enero - Diciembre 2018
Archiv fur das Studium der neueren Sprachen und Literaturen,0003-8970,C,Enero - Diciembre 2018
Archiv fur Geschichte der Philosophie,0003-9101; 1613-0650,A1,Enero - Diciembre 2018
Archiv für Kriminologie,0003-9225,C,Enero - Diciembre 2018
Archiv für Lebensmittelhygiene,0003-925X,C,Enero - Diciembre 2018
Archiv fur Musikwissenschaft,0003-9292,C,Enero - Diciembre 2018
Archiv für Reformationsgeschichte,0003-9381,C,Enero - Diciembre 2018
Archiv für Tierzucht/Archives Animal Breeding,0003-9438,A2,Enero - Diciembre 2018
Archive for History of Exact Sciences,0003-9519; 1432-0657,A2,Enero - Diciembre 2018
Archive for Rational Mechanics and Analysis,0003-9527; 1432-0673,A1,Enero - Diciembre 2018
Archives,0003-9535,C,Enero - Diciembre 2018
Archives de Philosophie,0003-9632,B,Enero - Diciembre 2018
Archives Europeennes de Sociologie,0003-9756; 1474-0583,A1,Enero - Diciembre 2018
Archives Italiennes de Biologie,0003-9829,A2,Enero - Diciembre 2018
Archives Juives,0003-9837; 1965-0531,C,Enero - Diciembre 2018
Archives of American Art Journal,0003-9853,C,Enero - Diciembre 2018
Archives of Biochemistry and Biophysics,0003-9861; 1096-0384,A1,Enero - Diciembre 2018
Archives of Disease in Childhood,0003-9888; 1468-2044,A1,Enero - Diciembre 2018
Archives of Oral Biology,0003-9969,A1,Enero - Diciembre 2018
Archives of Pathology and Laboratory Medicine,0003-9985; 1543-2165,A1,Enero - Diciembre 2018
Archives of Physical Medicine and Rehabilitation,0003-9993; 1532-821X,A1,Enero - Diciembre 2018
Archives of Sexual Behavior,0004-0002; 1573-2800,A1,Enero - Diciembre 2018
Archivio di Filosofia,0004-0088; 1970-0792,C,Enero - Diciembre 2018
Archivio Glottologico Italiano,0004-0207,C,Enero - Diciembre 2018
Archivo Espanol de Arte,0004-0428; 1988-8511,B,Enero - Diciembre 2018
Archivos Argentinos de Pediatria,0004-0487,B,Enero - Diciembre 2018
Archivos de Zootecnia,0004-0592,C,Enero - Diciembre 2018
Archivos Espanoles de Urologia,0004-0614; 1576-8260,B,Enero - Diciembre 2018
Archivos Latinoamericanos de Nutricion,0004-0622,B,Enero - Diciembre 2018
Archivum Immunologiae et Therapiae Experimentalis,0004-069X,A1,Enero - Diciembre 2018
Archive of Mechanical Engineering,0004-0738; 2300-1895,C,Enero - Diciembre 2018
Arctic,0004-0843,B,Enero - Diciembre 2018
Area,0004-0894; 1475-4762,A1,Enero - Diciembre 2018
Arethusa,0004-0975,A2,Enero - Diciembre 2018
Das Argument,0004-1157,C,Enero - Diciembre 2018
Arhiv za Higijenu Rada i Toksikologiju,0004-1254; 1848-6312,B,Enero - Diciembre 2018
Ariel,0004-1327,A2,Enero - Diciembre 2018
Arizona Quarterly,0004-1610; 1558-9595,B,Enero - Diciembre 2018
Arkansas Historical Quarterly,0004-1823,C,Enero - Diciembre 2018
The Journal of the Arkansas Medical Society,0004-1858,C,Enero - Diciembre 2018
Arkhiv Patologii,0004-1955,C,Enero - Diciembre 2018
Arhiv za Farmaciju,0004-1963; 2217-8767,C,Enero - Diciembre 2018
Arkiv for Matematik,0004-2080,A2,Enero - Diciembre 2018
Arquivos Brasileiros de Oftalmologia,0004-2749; 1678-2925,A2,Enero - Diciembre 2018
Arquivos de Gastroenterologia,0004-2803,B,Enero - Diciembre 2018
Arquivos de Neuro-Psiquiatria,0004-282X; 1678-4227,B,Enero - Diciembre 2018
Art Bulletin,0004-3079,B,Enero - Diciembre 2018
Art in America,0004-3214,C,Enero - Diciembre 2018
Art Journal,0004-3249,A2,Enero - Diciembre 2018
Arte Cristiana,0004-3400,A2,Enero - Diciembre 2018
Artibus Asiae,0004-3648,B,Enero - Diciembre 2018
Artificial Intelligence,0004-3702,A1,Enero - Diciembre 2018
Arts of Asia,0004-4083,A2,Enero - Diciembre 2018
Asian Survey,0004-4687,A2,Enero - Diciembre 2018
Revista de la Asociacion Geologica Argentina,0004-4822,B,Enero - Diciembre 2018
Boletin de la Asociacion Medica de Puerto Rico,0004-4849,C,Enero - Diciembre 2018
Bulletin de L'Association de Geographes Francais,0004-5322,C,Enero - Diciembre 2018
Journal of the ACM,0004-5411,A1,Enero - Diciembre 2018
Annals of Clinical Biochemistry,0004-5632,A2,Enero - Diciembre 2018
The Journal of the Association of Physicians of India,0004-5772,B,Enero - Diciembre 2018
Astronomical Journal,0004-6256; 1538-3881,A1,Enero - Diciembre 2018
Publication of the Astronomical Society of Japan,0004-6264,A2,Enero - Diciembre 2018
Publications of the Astronomical Society of the Pacific,0004-6280; 1538-3873,A1,Enero - Diciembre 2018
Astronomische Nachrichten,0004-6337; 1521-3994,A2,Enero - Diciembre 2018
Astronomy and Astrophysics,0004-6361; 1432-0746,A1,Enero - Diciembre 2018
Astrophysics and Space Science,0004-640X; 1572-946X,B,Enero - Diciembre 2018
Atene e Roma,0004-6493,C,Enero - Diciembre 2018
Athenaeum,0004-6574,C,Enero - Diciembre 2018
Augustiniana,0004-8003,B,Enero - Diciembre 2018
Auk,0004-8038,A1,Enero - Diciembre 2018
Australasian Journal of Dermatology,0004-8380; 1440-0960,A2,Enero - Diciembre 2018
Australasian Journal of Philosophy,0004-8402,A1,Enero - Diciembre 2018
Australian Academic and Research Libraries,0004-8623,A1,Enero - Diciembre 2018
Australian and New Zealand Journal of Criminology,0004-8658; 1837-9273,A1,Enero - Diciembre 2018
Australian and New Zealand Journal of Obstetrics and Gynaecology,0004-8666; 1479-828X,A2,Enero - Diciembre 2018
Australian and New Zealand Journal of Psychiatry,0004-8674; 1440-1614,A1,Enero - Diciembre 2018
Journal of the Australian Ceramic Society,0004-881X,B,Enero - Diciembre 2018
Australian Economic History Review,0004-8992; 1467-8446,A2,Enero - Diciembre 2018
Australian Economic Papers,0004-900X; 1467-8454,B,Enero - Diciembre 2018
Australian Economic Review,0004-9018; 1467-8462,B,Enero - Diciembre 2018
Australian Forestry,0004-9158,A2,Enero - Diciembre 2018
Australian Geographer,0004-9182; 1465-3311,A2,Enero - Diciembre 2018
Australian Journal of Chemistry,0004-9425,A2,Enero - Diciembre 2018
