journal,issn,category_publindex,year_publindex
ACTA PSYCHIATRICA SCANDINAVICA,0001-690X; 1600-0447,A1,Enero 2019 - Diciembre 2020
ACTA PSYCHOLOGICA,0001-6918; 1873-6297,A1,Enero 2019 - Diciembre 2020
ACTA SOCIOLOGICA,0001-6993; 1502-3869,A1,Enero 2019 - Diciembre 2020
ACTA TROPICA,0001-706X; 1873-6254,A1,Enero 2019 - Diciembre 2020
BEHAVIOR GENETICS,0001-8244; 1573-3297,A1,Enero 2019 - Diciembre 2020
ADMINISTRATIVE SCIENCE QUARTERLY,0001-8392; 1930-3815,A1,Enero 2019 - Diciembre 2020
ADVANCES IN COLLOID AND INTERFACE SCIENCE,0001-8686; 1873-3727,A1,Enero 2019 - Diciembre 2020
ADVANCES IN MATHEMATICS,0001-8708; 1090-2082,A1,Enero 2019 - Diciembre 2020
ADVANCES IN PHYSICS,0001-8732; 1460-6976,A1,Enero 2019 - Diciembre 2020
JOURNAL OF VOCATIONAL BEHAVIOR,0001-8791; 1095-9084,A1,Enero 2019 - Diciembre 2020
AFRICAN AFFAIRS,0001-9909; 1468-2621,A1,Enero 2019 - Diciembre 2020
AFRICAN ARTS,0001-9933; 1937-2108,A1,Enero 2019 - Diciembre 2020
AFRICAN STUDIES REVIEW,0002-0206; 1555-2462,A1,Enero 2019 - Diciembre 2020
AFRIKA SPECTRUM,0002-0397; 1868-6869,A1,Enero 2019 - Diciembre 2020
JOURNAL OF NURSING ADMINISTRATION,0002-0443; 1539-0721,A1,Enero 2019 - Diciembre 2020
AGE AND AGEING,0002-0729; 1468-2834,A1,Enero 2019 - Diciembre 2020
AGRONOMY JOURNAL,0002-1962; 1435-0645,A1,Enero 2019 - Diciembre 2020
ALDRICHIMICA ACTA,0002-5100,A1,Enero 2019 - Diciembre 2020
ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE,0002-7162; 1552-3349,A1,Enero 2019 - Diciembre 2020
JOURNAL OF THE AMERICAN ACADEMY OF RELIGION,0002-7189; 1477-4585,A1,Enero 2019 - Diciembre 2020
AMERICAN ANTHROPOLOGIST,0002-7294; 0364-9873; 1548- 1433,A1,Enero 2019 - Diciembre 2020
AMERICAN ANTIQUITY,0002-7316; 2325-5064,A1,Enero 2019 - Diciembre 2020
AMERICAN BEHAVIORAL SCIENTIST,0002-7642; 1552-3381,A1,Enero 2019 - Diciembre 2020
JOURNAL OF THE AMERICAN CERAMIC SOCIETY,0002-7820; 1551-2916,A1,Enero 2019 - Diciembre 2020
JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,0002-7863; 1520-5126,A1,Enero 2019 - Diciembre 2020
JOURNAL OF THE AMERICAN DENTAL ASSOCIATION,0002-8177; 1943-4723,A1,Enero 2019 - Diciembre 2020
AMERICAN ECONOMIC REVIEW,0002-8282; 1944-7981,A1,Enero 2019 - Diciembre 2020
AMERICAN EDUCATIONAL RESEARCH JOURNAL,0002-8312; 1935-1011,A1,Enero 2019 - Diciembre 2020
AMERICAN FAMILY PHYSICIAN,0002-838X; 1532-0650,A1,Enero 2019 - Diciembre 2020
JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,0002-8614; 1532-5415,A1,Enero 2019 - Diciembre 2020
AMERICAN HEART JOURNAL,0002-8703; 1097-5330; 1097- 6744,A1,Enero 2019 - Diciembre 2020
AMERICAN HISTORICAL REVIEW,0002-8762; 1937-5239,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,0002-9092; 1467-8276,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF ARCHAEOLOGY,0002-9114; 1939-828X,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF BOTANY,0002-9122; 1537-2197,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF CARDIOLOGY,0002-9149; 1879-1913,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF CLINICAL NUTRITION,0002-9165; 1938-3207,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,0002-9173; 1943-7722,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,0002-9254; 1943-7749,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF EPIDEMIOLOGY,0002-9262; 1476-6256,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF GASTROENTEROLOGY,0002-9270; 1572-0241,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF HUMAN GENETICS,0002-9297; 1537-6605,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF INTERNATIONAL LAW,0002-9300; 2161-7953,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF MATHEMATICS,0002-9327; 1080-6377,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF MEDICINE,0002-9343; 1555-7162,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,0002-9378; 1097-6868,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF OPHTHALMOLOGY,0002-9394; 1879-1891,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF ORTHOPSYCHIATRY,0002-9432; 1939-0025,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF PATHOLOGY,0002-9440; 1525-2191,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,0002-9459; 1553-6467,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF PHILOLOGY,0002-9475; 1086-3168,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,0002-9483; 1096-8644,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF PSYCHIATRY,0002-953X; 1535-7228,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF SCIENCE,0002-9599; 1945-452X,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF SOCIOLOGY,0002-9602; 1537-5390,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF SURGERY,0002-9610; 1879-1883,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,0002-9637; 1476-1645,A1,Enero 2019 - Diciembre 2020
AMERICAN JOURNAL OF VETERINARY RESEARCH,0002-9645; 1943-5681,A1,Enero 2019 - Diciembre 2020
AMERICAN LITERATURE,0002-9831; 1527-2117,A1,Enero 2019 - Diciembre 2020
PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,0002-9939; 1088-6826,A1,Enero 2019 - Diciembre 2020
TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,0002-9947; 1088-6850,A1,Enero 2019 - Diciembre 2020
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,0003-0007; 1520-0477,A1,Enero 2019 - Diciembre 2020
AMERICAN MINERALOGIST,0003-004X; 1945-3027,A1,Enero 2019 - Diciembre 2020
AMERICAN NATURALIST,0003-0147; 1537-5323,A1,Enero 2019 - Diciembre 2020
AMERICAN PHILOSOPHICAL QUARTERLY,0003-0481; 2152-1123,A1,Enero 2019 - Diciembre 2020
AMERICAN POLITICAL SCIENCE REVIEW,0003-0554; 1537-5943,A1,Enero 2019 - Diciembre 2020
JOURNAL OF THE AMERICAN PSYCHOANALYTIC ASSOCIATION,0003-0651; 1941-2460,A1,Enero 2019 - Diciembre 2020
AMERICAN PSYCHOLOGIST,0003-066X; 1935-990X,A1,Enero 2019 - Diciembre 2020
AMERICAN QUARTERLY,0003-0678; 1080-6490,A1,Enero 2019 - Diciembre 2020
BULLETIN OF THE AMERICAN SCHOOLS OF ORIENTAL RESEARCH,0003-097X,A1,Enero 2019 - Diciembre 2020
AMERICAN SOCIOLOGICAL REVIEW,0003-1224; 1939-8271,A1,Enero 2019 - Diciembre 2020
AMERICAN STATISTICIAN,0003-1305; 1537-2731,A1,Enero 2019 - Diciembre 2020
JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,0003-1488; 1943-569X,A1,Enero 2019 - Diciembre 2020
AMERICAS,0003-1615; 1533-6247,A1,Enero 2019 - Diciembre 2020
ANAESTHESIA,0003-2409; 1365-2044,A1,Enero 2019 - Diciembre 2020
ANALYSIS,0003-2638; 1467-8284,A1,Enero 2019 - Diciembre 2020
THE ANALYST,0003-2654; 1364-5528,A1,Enero 2019 - Diciembre 2020
ANALYTICA CHIMICA ACTA,0003-2670; 1873-4324,A1,Enero 2019 - Diciembre 2020
ANALYTICAL CHEMISTRY,0003-2700; 1520-6882,A1,Enero 2019 - Diciembre 2020
ANESTHESIA AND ANALGESIA,0003-2999; 1526-7598,A1,Enero 2019 - Diciembre 2020
ANESTHESIOLOGY,0003-3022; 1528-1175,A1,Enero 2019 - Diciembre 2020
ANGLE ORTHODONTIST,0003-3219; 1945-7103,A1,Enero 2019 - Diciembre 2020
ANIMAL BEHAVIOUR,0003-3472; 1095-8282,A1,Enero 2019 - Diciembre 2020
ANNALEN DER PHYSIK,0003-3804; 1521-3889,A1,Enero 2019 - Diciembre 2020
ANNALS OF APPLIED BIOLOGY,0003-4746; 1744-7348,A1,Enero 2019 - Diciembre 2020
ANNALS OF INTERNAL MEDICINE,0003-4819; 1539-3704,A1,Enero 2019 - Diciembre 2020
ANNALS OF MATHEMATICS,0003-486X; 1939-8980,A1,Enero 2019 - Diciembre 2020
ANNALS OF PHYSICS,0003-4916; 1096-035X,A1,Enero 2019 - Diciembre 2020
ANNALS OF SURGERY,0003-4932; 1528-1140,A1,Enero 2019 - Diciembre 2020
ANNALS OF THE RHEUMATIC DISEASES,0003-4967; 1468-2060,A1,Enero 2019 - Diciembre 2020
ANNALS OF THORACIC SURGERY,0003-4975; 1552-6259,A1,Enero 2019 - Diciembre 2020
ANTHROPOLOGICAL QUARTERLY,0003-5491; 1534-1518,A1,Enero 2019 - Diciembre 2020
ANTIKE UND ABENDLAND,0003-5696; 1613-0421,A1,Enero 2019 - Diciembre 2020
ANTIQUARIES JOURNAL,0003-5815; 1758-5309,A1,Enero 2019 - Diciembre 2020
ANTIQUITY,0003-598X; 1745-1744,A1,Enero 2019 - Diciembre 2020
APPLIED ACOUSTICS,0003-682X; 1872-910X,A1,Enero 2019 - Diciembre 2020
APPLIED ERGONOMICS,0003-6870; 1872-9126,A1,Enero 2019 - Diciembre 2020
APPLIED MECHANICS REVIEWS,0003-6900; 1088-8535; 2379- 0407,A1,Enero 2019 - Diciembre 2020
APPLIED PHYSICS LETTERS,0003-6951; 1077-3118,A1,Enero 2019 - Diciembre 2020
ARCHAEOMETRY,0003-813X; 1475-4754,A1,Enero 2019 - Diciembre 2020
ARCHITECTURAL DESIGN,0003-8504; 1554-2769,A1,Enero 2019 - Diciembre 2020
ARCHITECTURAL SCIENCE REVIEW,0003-8628; 1758-9622,A1,Enero 2019 - Diciembre 2020
ARCHIV FUR GESCHICHTE DER PHILOSOPHIE,0003-9101; 1613-0650,A1,Enero 2019 - Diciembre 2020
ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS,0003-9527; 1432-0673,A1,Enero 2019 - Diciembre 2020
ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,0003-9861; 1096-0384,A1,Enero 2019 - Diciembre 2020
ARCHIVES OF DISEASE IN CHILDHOOD,0003-9888; 1468-2044,A1,Enero 2019 - Diciembre 2020
ARCHIVES OF PATHOLOGY AND LABORATORY MEDICINE,0003-9985; 1543-2165,A1,Enero 2019 - Diciembre 2020
ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,0003-9993; 1532-821X,A1,Enero 2019 - Diciembre 2020
ARCHIVES OF SEXUAL BEHAVIOR,0004-0002; 1573-2800,A1,Enero 2019 - Diciembre 2020
ARCHIVUM IMMUNOLOGIAE ET THERAPIAE EXPERIMENTALIS,0004-069X; 1661-4917,A1,Enero 2019 - Diciembre 2020
AREA,0004-0894; 1475-4762,A1,Enero 2019 - Diciembre 2020
ARIEL,0004-1327; 1920-1222,A1,Enero 2019 - Diciembre 2020
ARIZONA QUARTERLY,0004-1610; 1558-9595,A1,Enero 2019 - Diciembre 2020
ARTIFICIAL INTELLIGENCE,0004-3702; 1872-7921,A1,Enero 2019 - Diciembre 2020
JOURNAL OF THE ACM,0004-5411; 1557-735X,A1,Enero 2019 - Diciembre 2020
ASTRONOMICAL JOURNAL,0004-6256; 1538-3881,A1,Enero 2019 - Diciembre 2020
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,0004-6280; 1538-3873,A1,Enero 2019 - Diciembre 2020
ASTRONOMY AND ASTROPHYSICS,0004-6361; 1432-0746,A1,Enero 2019 - Diciembre 2020
ASTROPHYSICAL JOURNAL,0004-637X; 1538-4357,A1,Enero 2019 - Diciembre 2020
ATHENAEUM,0004-6574,A1,Enero 2019 - Diciembre 2020
ORNITHOLOGY,0004-8038; 1938-4254,A1,Enero 2019 - Diciembre 2020
AUSTRALASIAN JOURNAL OF PHILOSOPHY,0004-8402; 1471-6828,A1,Enero 2019 - Diciembre 2020
AUSTRALIAN AND NEW ZEALAND JOURNAL OF CRIMINOLOGY,0004-8658; 1837-9273,A1,Enero 2019 - Diciembre 2020
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,0004-8674; 1440-1614,A1,Enero 2019 - Diciembre 2020
AUSTRALIAN ECONOMIC HISTORY REVIEW,0004-8992; 1467-8446,A1,Enero 2019 - Diciembre 2020
AUSTRALIAN JOURNAL OF EDUCATION,0004-9441; 2050-5884,A1,Enero 2019 - Diciembre 2020
AUSTRALIAN JOURNAL OF POLITICS AND HISTORY,0004-9522; 1467-8497,A1,Enero 2019 - Diciembre 2020
AUTOMATICA,0005-1098; 1873-2836,A1,Enero 2019 - Diciembre 2020
BIOCHIMICA ET BIOPHYSICA ACTA - BIOENERGETICS,0005-2728; 1879-2650,A1,Enero 2019 - Diciembre 2020
BIOCHIMICA ET BIOPHYSICA ACTA - BIOMEMBRANES,0005-2736; 1879-2642,A1,Enero 2019 - Diciembre 2020
BEHAVIOR THERAPY,0005-7894; 1878-1888,A1,Enero 2019 - Diciembre 2020
JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,0005-7916; 1873-7943,A1,Enero 2019 - Diciembre 2020
BEHAVIOUR RESEARCH AND THERAPY,0005-7967; 1873-622X,A1,Enero 2019 - Diciembre 2020
BIOCHEMICAL PHARMACOLOGY,0006-2952; 1873-2968,A1,Enero 2019 - Diciembre 2020
BIOCHEMISTRY,0006-2960; 1520-4995,A1,Enero 2019 - Diciembre 2020
BIOLOGIA PLANTARUM,0006-3134; 1573-8264,A1,Enero 2019 - Diciembre 2020
BIOLOGICAL BULLETIN,0006-3185; 1939-8697,A1,Enero 2019 - Diciembre 2020
BIOLOGICAL CONSERVATION,0006-3207; 1873-2917,A1,Enero 2019 - Diciembre 2020
BIOLOGICAL PSYCHIATRY,0006-3223; 1873-2402,A1,Enero 2019 - Diciembre 2020
BIOLOGY OF REPRODUCTION,0006-3363; 1529-7268,A1,Enero 2019 - Diciembre 2020
BIOMETRICS,0006-341X; 1541-0420,A1,Enero 2019 - Diciembre 2020
BIOMETRIKA,0006-3444; 1464-3510,A1,Enero 2019 - Diciembre 2020
BIOPHYSICAL JOURNAL,0006-3495; 1542-0086,A1,Enero 2019 - Diciembre 2020
BIOSCIENCE,0006-3568; 1525-3244,A1,Enero 2019 - Diciembre 2020
BIOTECHNOLOGY AND BIOENGINEERING,0006-3592; 1097-0290,A1,Enero 2019 - Diciembre 2020
BIOTROPICA,0006-3606; 1744-7429,A1,Enero 2019 - Diciembre 2020
BIT NUMERICAL MATHEMATICS,0006-3835; 1572-9125,A1,Enero 2019 - Diciembre 2020
BLACK SCHOLAR,0006-4246,A1,Enero 2019 - Diciembre 2020
BLOOD,0006-4971; 1528-0020,A1,Enero 2019 - Diciembre 2020
BOGOSLOVNI VESTNIK,0006-5722,A1,Enero 2019 - Diciembre 2020
BOSTON UNIVERSITY LAW REVIEW,0006-8047,A1,Enero 2019 - Diciembre 2020
THE BOTANICAL REVIEW,0006-8101; 1874-9372,A1,Enero 2019 - Diciembre 2020
BOUNDARY-LAYER METEOROLOGY,0006-8314; 1573-1472,A1,Enero 2019 - Diciembre 2020
BRAGANTIA,0006-8705; 1678-4499,A1,Enero 2019 - Diciembre 2020
BRAIN,0006-8950; 1460-2156,A1,Enero 2019 - Diciembre 2020
BRAIN RESEARCH,0006-8993; 1872-6240,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,0007-0874; 1474-001X,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE,0007-0882; 1464-3537,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF AESTHETICS,0007-0904; 1468-2842,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF ANAESTHESIA,0007-0912; 1471-6771,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF CANCER,0007-0920; 1532-1827,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF CRIMINOLOGY,0007-0955; 1464-3529,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF DERMATOLOGY,0007-0963; 1365-2133,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY,0007-0998; 2044-8279,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF EDUCATIONAL STUDIES,0007-1005; 1467-8527,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,0007-1013; 1467-8535,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF HAEMATOLOGY,0007-1048; 1365-2141,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF INDUSTRIAL RELATIONS,0007-1080; 1467-8543,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF STATISTICAL PSYCHOLOGY,0007-1102,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF NUTRITION,0007-1145; 1475-2662,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF OPHTHALMOLOGY,0007-1161; 1468-2079,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF PHARMACOLOGY,0007-1188; 1476-5381,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF POLITICAL SCIENCE,0007-1234; 1469-2112,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF PSYCHIATRY,0007-1250; 1472-1465,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF PSYCHOLOGY,0007-1269,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF SOCIOLOGY,0007-1315; 1468-4446,A1,Enero 2019 - Diciembre 2020
BRITISH JOURNAL OF SURGERY,0007-1323; 1365-2168,A1,Enero 2019 - Diciembre 2020
BRITISH MEDICAL BULLETIN,0007-1420; 1471-8391,A1,Enero 2019 - Diciembre 2020
BROOKINGS PAPERS ON ECONOMIC ACTIVITY,0007-2303; 1533-4465,A1,Enero 2019 - Diciembre 2020
BULLETIN DES SCIENCES MATHEMATIQUES,0007-4497; 1952-4773,A1,Enero 2019 - Diciembre 2020
BULLETIN OF ENTOMOLOGICAL RESEARCH,0007-4853; 1475-2670,A1,Enero 2019 - Diciembre 2020
BULLETIN OF INDONESIAN ECONOMIC STUDIES,0007-4918; 1472-7234,A1,Enero 2019 - Diciembre 2020
BURLINGTON MAGAZINE,0007-6287; 2044-9925,A1,Enero 2019 - Diciembre 2020
BUSINESS AND SOCIETY,0007-6503; 1552-4205,A1,Enero 2019 - Diciembre 2020
BUSINESS HISTORY,0007-6791; 1743-7938,A1,Enero 2019 - Diciembre 2020
BUSINESS HISTORY REVIEW,0007-6805; 2044-768X,A1,Enero 2019 - Diciembre 2020
BUSINESS HORIZONS,0007-6813; 1873-6068,A1,Enero 2019 - Diciembre 2020
CIRP ANNALS - MANUFACTURING TECHNOLOGY,0007-8506; 1726-0604,A1,Enero 2019 - Diciembre 2020
CA - A CANCER JOURNAL FOR CLINICIANS,0007-9235; 1542-4863,A1,Enero 2019 - Diciembre 2020
CALCOLO,0008-0624; 1126-5434,A1,Enero 2019 - Diciembre 2020
CALIFORNIA AGRICULTURE,0008-0845; 1097-0967; 2160- 8091,A1,Enero 2019 - Diciembre 2020
CALIFORNIA LAW REVIEW,0008-1221; 1942-6542,A1,Enero 2019 - Diciembre 2020
CALIFORNIA MANAGEMENT REVIEW,0008-1256; 2162-8564,A1,Enero 2019 - Diciembre 2020
CANADIAN GEOTECHNICAL JOURNAL,0008-3674; 1208-6010,A1,Enero 2019 - Diciembre 2020
CANADIAN JOURNAL OF EARTH SCIENCES,0008-4077; 1480-3313,A1,Enero 2019 - Diciembre 2020
CANADIAN JOURNAL OF ECONOMICS,0008-4085; 1540-5982,A1,Enero 2019 - Diciembre 2020
CANADIAN JOURNAL OF MATHEMATICS,0008-414X; 1496-4279,A1,Enero 2019 - Diciembre 2020
CANADIAN JOURNAL OF ZOOLOGY,0008-4301; 1480-3283,A1,Enero 2019 - Diciembre 2020
CMAJ,0008-4409; 0820-3946; 1488- 2329,A1,Enero 2019 - Diciembre 2020
CANADIAN MODERN LANGUAGE REVIEW,0008-4506; 1710-1131,A1,Enero 2019 - Diciembre 2020
CANCER,0008-543X; 1097-0142,A1,Enero 2019 - Diciembre 2020
CANCER RESEARCH,0008-5472,A1,Enero 2019 - Diciembre 2020
CARBON,0008-6223; 1873-3891,A1,Enero 2019 - Diciembre 2020
CARDIOVASCULAR RESEARCH,0008-6363; 1755-3245,A1,Enero 2019 - Diciembre 2020
CARIES RESEARCH,0008-6568; 1421-976X,A1,Enero 2019 - Diciembre 2020
CATHOLIC UNIVERSITY LAW REVIEW,0008-8390,A1,Enero 2019 - Diciembre 2020
CATHOLICA,0008-8501,A1,Enero 2019 - Diciembre 2020
CEMENT AND CONCRETE RESEARCH,0008-8846; 1873-3948,A1,Enero 2019 - Diciembre 2020
CENTRAL EUROPEAN HISTORY,0008-9389; 1569-1616,A1,Enero 2019 - Diciembre 2020
THE CHAUCER REVIEW,0009-2002; 1528-4204,A1,Enero 2019 - Diciembre 2020
CHEMICAL ENGINEERING SCIENCE,0009-2509; 1873-4405,A1,Enero 2019 - Diciembre 2020
CHEMICAL GEOLOGY,0009-2541; 1872-6836,A1,Enero 2019 - Diciembre 2020
CHEMICAL REVIEWS,0009-2665; 1520-6890,A1,Enero 2019 - Diciembre 2020
BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN,0009-2673; 1348-0634,A1,Enero 2019 - Diciembre 2020
CHEMICO-BIOLOGICAL INTERACTIONS,0009-2797; 1872-7786,A1,Enero 2019 - Diciembre 2020
CHEMISTRY AND PHYSICS OF LIPIDS,0009-3084; 1873-2941,A1,Enero 2019 - Diciembre 2020
CHILD DEVELOPMENT,0009-3920; 1467-8624,A1,Enero 2019 - Diciembre 2020
CHILD PSYCHIATRY AND HUMAN DEVELOPMENT,0009-398X; 1573-3327,A1,Enero 2019 - Diciembre 2020
CHROMOSOMA,0009-5915; 1432-0886,A1,Enero 2019 - Diciembre 2020
CIRCULATION,0009-7322; 1524-4539,A1,Enero 2019 - Diciembre 2020
CIRCULATION RESEARCH,0009-7330; 1524-4571,A1,Enero 2019 - Diciembre 2020
CLINICA CHIMICA ACTA,0009-8981; 1873-3492,A1,Enero 2019 - Diciembre 2020
CLINICAL AND EXPERIMENTAL IMMUNOLOGY,0009-9104; 1365-2249,A1,Enero 2019 - Diciembre 2020
CLINICAL CHEMISTRY,0009-9147; 1530-8561,A1,Enero 2019 - Diciembre 2020
CLINICAL GENETICS,0009-9163; 1399-0004,A1,Enero 2019 - Diciembre 2020
CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,0009-921X; 1528-1132,A1,Enero 2019 - Diciembre 2020
CLINICAL PHARMACOLOGY AND THERAPEUTICS,0009-9236; 1532-6535,A1,Enero 2019 - Diciembre 2020
CLINICAL RADIOLOGY,0009-9260; 1365-229X,A1,Enero 2019 - Diciembre 2020
COGNITION,0010-0277; 1873-7838,A1,Enero 2019 - Diciembre 2020
COGNITIVE PSYCHOLOGY,0010-0285; 1095-5623,A1,Enero 2019 - Diciembre 2020
COLLEGE AND RESEARCH LIBRARIES,0010-0870; 2150-6701,A1,Enero 2019 - Diciembre 2020
COLLEGE COMPOSITION AND COMMUNICATION,0010-096X; 1939-9006,A1,Enero 2019 - Diciembre 2020
COLLEGE ENGLISH,0010-0994; 2161-8178,A1,Enero 2019 - Diciembre 2020
COLUMBIA JOURNAL OF TRANSNATIONAL LAW,0010-1931; 2159-1814,A1,Enero 2019 - Diciembre 2020
COLUMBIA LAW REVIEW,0010-1958; 1945-2268,A1,Enero 2019 - Diciembre 2020
COMBUSTION AND FLAME,0010-2180; 1556-2921,A1,Enero 2019 - Diciembre 2020
COMMENTARII MATHEMATICI HELVETICI,0010-2571; 1420-8946,A1,Enero 2019 - Diciembre 2020
COMMUNICATIONS IN MATHEMATICAL PHYSICS,0010-3616; 1432-0916,A1,Enero 2019 - Diciembre 2020
