journal,issn,category_publindex,year_publindex
ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE,0108-7681,A1,Enero 2011 - Diciembre 2011
ACTA CRYSTALLOGRAPHICA SECTION C-CRYSTAL STRUCTURE COMMUNICATIONS,0108-2701,A1,Enero 2011 - Diciembre 2011
ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,0907-4449,A1,Enero 2011 - Diciembre 2011
ACTA CRYSTALLOGRAPHICA SECTION E-STRUCTURE REPORTS ONLINE,1600-5368,A1,Enero 2011 - Diciembre 2011
ACTA CYTOLOGICA,0001-5547,A1,Enero 2011 - Diciembre 2011
ACTA DERMATO-VENEREOLOGICA,0001-5555,A1,Enero 2011 - Diciembre 2011
ACTA DIABETOLOGICA,0940-5429,A1,Enero 2011 - Diciembre 2011
ACTA LIMNOLOGICA BRASILIENSIA (ONLINE),2179-975X,A1,Enero 2011 - Diciembre 2011
ACTA LITERARIA,0717-6848,A1,Enero 2011 - Diciembre 2011
ACTA MATERIALIA,1359-6454,A1,Enero 2011 - Diciembre 2011
ACTA MATHEMATICA,0001-5962,A1,Enero 2011 - Diciembre 2011
ACTA MÉDICA COSTARRICENSE -,0001-6002,A1,Enero 2011 - Diciembre 2011
ACTA NEUROCHIRURGICA,0001-6268,A1,Enero 2011 - Diciembre 2011
ACTA NEUROLOGICA SCANDINAVICA,0001-6314,A1,Enero 2011 - Diciembre 2011
ACTA NEUROPATHOLOGICA,0001-6322,A1,Enero 2011 - Diciembre 2011
ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,0001-6349,A1,Enero 2011 - Diciembre 2011
ACTA ONCOLOGICA,0284-186X,A1,Enero 2011 - Diciembre 2011
ACTA OPHTHALMOLOGICA,1755-375X,A1,Enero 2011 - Diciembre 2011
ACTA ORTHOPAEDICA,1745-3674,A1,Enero 2011 - Diciembre 2011
ACTA ORTOPÉDICA BRASILEIRA,1413-7852,A1,Enero 2011 - Diciembre 2011
ACTA OTO-LARYNGOLOGICA,0001-6489,A1,Enero 2011 - Diciembre 2011
ACTA PAEDIATRICA,0803-5253,A1,Enero 2011 - Diciembre 2011
ACTA PAULISTA DE ENFERMAGEM,0103-2100,A1,Enero 2011 - Diciembre 2011
ACTA PHARMACOLOGICA SINICA,1671-4083,A1,Enero 2011 - Diciembre 2011
ACTA PHYSICA SINICA,1000-3290,A1,Enero 2011 - Diciembre 2011
ACTA PHYSICA SLOVACA,0323-0465,A1,Enero 2011 - Diciembre 2011
ACTA PHYSIOLOGICA,1748-1708,A1,Enero 2011 - Diciembre 2011
ACTA PSYCHIATRICA SCANDINAVICA,0001-690X,A1,Enero 2011 - Diciembre 2011
ACTA PSYCHOLOGICA,0001-6918,A1,Enero 2011 - Diciembre 2011
ACTA RADIOLOGICA,0284-1851,A1,Enero 2011 - Diciembre 2011
ACTA SCIENTIARUM. AGRONOMY (ONLINE),1807-8621,A1,Enero 2011 - Diciembre 2011
ACTA TOXICOLOGICA ARGENTINA,1851-3743,A1,Enero 2011 - Diciembre 2011
ACTA TROPICA,0001-706X,A1,Enero 2011 - Diciembre 2011
ACTAS UROLÓGICAS ESPAÑOLAS,0210-4806,A1,Enero 2011 - Diciembre 2011
ADDICTION,0965-2140,A1,Enero 2011 - Diciembre 2011
ADDICTION BIOLOGY,1355-6215,A1,Enero 2011 - Diciembre 2011
ADDICTIVE BEHAVIORS,0306-4603,A1,Enero 2011 - Diciembre 2011
ADMINISTRATION AND POLICY IN MENTAL HEALTH,0894-587X,A1,Enero 2011 - Diciembre 2011
ADMINISTRATIVE SCIENCE QUARTERLY,0001-8392,A1,Enero 2011 - Diciembre 2011
ADVANCED DRUG DELIVERY REVIEWS,0169-409X,A1,Enero 2011 - Diciembre 2011
ADVANCED ENGINEERING MATERIALS,1438-1656,A1,Enero 2011 - Diciembre 2011
ADVANCED FUNCTIONAL MATERIALS,1616-301X,A1,Enero 2011 - Diciembre 2011
ADVANCED MATERIALS,0935-9648,A1,Enero 2011 - Diciembre 2011
ADVANCED SYNTHESIS &AMP; CATALYSIS,1615-4150,A1,Enero 2011 - Diciembre 2011
ADVANCES IN AGRONOMY,0065-2113,A1,Enero 2011 - Diciembre 2011
ADVANCES IN ANATOMIC PATHOLOGY,1072-4109,A1,Enero 2011 - Diciembre 2011
ADVANCES IN APPLIED MECHANICS,0065-2156,A1,Enero 2011 - Diciembre 2011
ADVANCES IN APPLIED MICROBIOLOGY,0065-2164,A1,Enero 2011 - Diciembre 2011
ADVANCES IN ATOMIC MOLECULAR AND OPTICAL PHYSICS,1049-250X,A1,Enero 2011 - Diciembre 2011
ADVANCES IN BOTANICAL RESEARCH INCORPORATING ADVANCES IN PLANT PATHOLOGY,0065-2296,A1,Enero 2011 - Diciembre 2011
ADVANCES IN CANCER RESEARCH,0065-230X,A1,Enero 2011 - Diciembre 2011
ADVANCES IN CARBOHYDRATE CHEMISTRY AND BIOCHEMISTRY,0065-2318,A1,Enero 2011 - Diciembre 2011
ADVANCES IN CATALYSIS,0360-0564,A1,Enero 2011 - Diciembre 2011
ADVANCES IN CHEMICAL PHYSICS,0065-2385,A1,Enero 2011 - Diciembre 2011
ADVANCES IN CLINICAL CHEMISTRY,0065-2423,A1,Enero 2011 - Diciembre 2011
ADVANCES IN COLLOID AND INTERFACE SCIENCE,0001-8686,A1,Enero 2011 - Diciembre 2011
ADVANCES IN ECOLOGICAL RESEARCH,0065-2504,A1,Enero 2011 - Diciembre 2011
ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY,0065-2598,A1,Enero 2011 - Diciembre 2011
ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,0065-2601,A1,Enero 2011 - Diciembre 2011
ADVANCES IN GENETICS INCORPORATING MOLECULAR GENETIC MEDICINE,0065-2660,A1,Enero 2011 - Diciembre 2011
ADVANCES IN IMMUNOLOGY,0065-2776,A1,Enero 2011 - Diciembre 2011
ADVANCES IN INORGANIC CHEMISTRY,0898-8838,A1,Enero 2011 - Diciembre 2011
ADVANCES IN INSECT PHYSIOLOGY,0065-2806,A1,Enero 2011 - Diciembre 2011
ADVANCES IN MARINE BIOLOGY,0065-2881,A1,Enero 2011 - Diciembre 2011
ADVANCES IN MATHEMATICS,0001-8708,A1,Enero 2011 - Diciembre 2011
ADVANCES IN MICROBIAL PHYSIOLOGY,0065-2911,A1,Enero 2011 - Diciembre 2011
ADVANCES IN ORGANOMETALLIC CHEMISTRY,0065-3055,A1,Enero 2011 - Diciembre 2011
ADVANCES IN PHYSICS,0001-8732,A1,Enero 2011 - Diciembre 2011
ADVANCES IN POLYMER SCIENCE,0065-3195,A1,Enero 2011 - Diciembre 2011
ADVANCES IN SPACE RESEARCH,0273-1177,A1,Enero 2011 - Diciembre 2011
ADVANCES IN THE STUDY OF BEHAVIOR,0065-3454,A1,Enero 2011 - Diciembre 2011
ADVANCES IN VIRUS RESEARCH,0065-3527,A1,Enero 2011 - Diciembre 2011
ADVANCES IN WATER RESOURCES,0309-1708,A1,Enero 2011 - Diciembre 2011
AEROSOL SCIENCE AND TECHNOLOGY,0278-6826,A1,Enero 2011 - Diciembre 2011
AFRICAN JOURNAL OF BIOTECHNOLOGY,1684-5315,A1,Enero 2011 - Diciembre 2011
AGE AND AGEING,0002-0729,A1,Enero 2011 - Diciembre 2011
AGEING RESEARCH REVIEWS,1568-1637,A1,Enero 2011 - Diciembre 2011
AGING,1945-4589,A1,Enero 2011 - Diciembre 2011
AGING CELL,1474-9718,A1,Enero 2011 - Diciembre 2011
AGORA (RIO DE JANEIRO),1516-1498,A1,Enero 2011 - Diciembre 2011
AGRICULTURAL AND FOREST METEOROLOGY,0168-1923,A1,Enero 2011 - Diciembre 2011
AGRICULTURAL SYSTEMS,0308-521X,A1,Enero 2011 - Diciembre 2011
AGRICULTURAL WATER MANAGEMENT,0378-3774,A1,Enero 2011 - Diciembre 2011
AGRICULTURE ECOSYSTEMS &AMP; ENVIRONMENT,0167-8809,A1,Enero 2011 - Diciembre 2011
AGROCIENCIA,1405-3195,A1,Enero 2011 - Diciembre 2011
AGRON SUSTAIN DEV,1774-0746,A1,Enero 2011 - Diciembre 2011
AGRONOMÍA COSTARRICENSE,0377-9424,A1,Enero 2011 - Diciembre 2011
AGRONOMÍA MESOAMERICANA,1021-7444,A1,Enero 2011 - Diciembre 2011
AGRONOMY JOURNAL,0002-1962,A1,Enero 2011 - Diciembre 2011
AIAA JOURNAL,0001-1452,A1,Enero 2011 - Diciembre 2011
AICHE JOURNAL,0001-1541,A1,Enero 2011 - Diciembre 2011
AIDS,0269-9370,A1,Enero 2011 - Diciembre 2011
AIDS AND BEHAVIOR,1090-7165,A1,Enero 2011 - Diciembre 2011
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,0954-0121,A1,Enero 2011 - Diciembre 2011
AIDS PATIENT CARE AND STDS,1087-2914,A1,Enero 2011 - Diciembre 2011
AIDS RESEARCH AND HUMAN RETROVIRUSES,0889-2229,A1,Enero 2011 - Diciembre 2011
AIDS REV,1139-6121,A1,Enero 2011 - Diciembre 2011
AISTHESIS - REVISTA CHILENA DE INVESTIGACIONES ESTÉTICAS -,0718-7181,A1,Enero 2011 - Diciembre 2011
ALCOHOL,0741-8329,A1,Enero 2011 - Diciembre 2011
ALCOHOL AND ALCOHOLISM,0735-0414,A1,Enero 2011 - Diciembre 2011
ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,0145-6008,A1,Enero 2011 - Diciembre 2011
ALDRICHIMICA ACTA,0002-5100,A1,Enero 2011 - Diciembre 2011
ALEA : ESTUDOS NEOLATINOS,1517-106X,A1,Enero 2011 - Diciembre 2011
ALGORITHMS FOR MOLECULAR BIOLOGY,1748-7188,A1,Enero 2011 - Diciembre 2011
ALIMENTARY PHARMACOLOGY &AMP; THERAPEUTICS,0269-2813,A1,Enero 2011 - Diciembre 2011
ALLERGY,0105-4538,A1,Enero 2011 - Diciembre 2011
"ALPHA (OSORNO) - REVISTA DE ARTES, LETRAS Y FILOSOFÍA",0718-2201,A1,Enero 2011 - Diciembre 2011
ALTERNATIVE MEDICINE REVIEW : A JOURNAL OF CLINICAL THERAPEUTIC,1089-5159,A1,Enero 2011 - Diciembre 2011
ALTEX,1868-596X,A1,Enero 2011 - Diciembre 2011
ALZHEIMER DISEASE &AMP; ASSOCIATED DISORDERS,0893-0341,A1,Enero 2011 - Diciembre 2011
ALZHEIMER'S & DEMENTIA,1552-5260,A1,Enero 2011 - Diciembre 2011
AMBIENTE CONSTRUÍDO (ONLINE),1678-8621,A1,Enero 2011 - Diciembre 2011
AMBIO,0044-7447,A1,Enero 2011 - Diciembre 2011
AMBULATORY PEDIATRICS,1530-1567,A1,Enero 2011 - Diciembre 2011
AMÉRICA LATINA EN LA HISTORIA ECONÓMICA -,1405-2253,A1,Enero 2011 - Diciembre 2011
AMERICAN ECONOMIC REVIEW,0002-8282,A1,Enero 2011 - Diciembre 2011
AMERICAN EDUCATIONAL RESEARCH JOURNAL,0002-8312,A1,Enero 2011 - Diciembre 2011
AMERICAN FAMILY PHYSICIAN,0002-838X,A1,Enero 2011 - Diciembre 2011
AMERICAN HEART JOURNAL,0002-8703,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,0002-9092,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF BIOETHICS,1526-5161,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF BOTANY,0002-9122,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF CARDIOLOGY,0002-9149,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF CLINICAL NUTRITION,0002-9165,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,0277-3732,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,0002-9173,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,0091-0562,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF DERMATOPATHOLOGY,0193-1091,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF EMERGENCY MEDICINE,0735-6757,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,0002-9254,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF EPIDEMIOLOGY,0002-9262,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF GASTROENTEROLOGY,0002-9270,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF GERIATRIC PHARMACOTHERAPY (AJGP),1543-5946,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,1064-7481,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,1079-2082,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF HEMATOLOGY,0361-8609,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF HUMAN GENETICS,0002-9297,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF HYPERTENSION,0895-7061,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,0271-3586,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF INFECTION CONTROL,0196-6553,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF KIDNEY DISEASES,0272-6386,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF MANAGED CARE,1088-0224,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF MATHEMATICS,0002-9327,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF MEDICAL GENETICS PART A  (,1552-4825,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS  (,1552-4841,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS  (,1552-4868,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF MEDICINE,0002-9343,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF NEPHROLOGY,0250-8095,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF NEURORADIOLOGY,0195-6108,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,0002-9378,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF OPHTHALMOLOGY,0002-9394,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,0889-5406,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF ORTHOPSYCHIATRY,0002-9432,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PATHOLOGY,0002-9440,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,0002-9483,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PHYSICAL MEDICINE &AMP; REHABILITATION,0894-9115,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PHYSICS,0002-9505,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,0363-6143,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,0193-1849,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,0193-1857,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,0363-6135,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,1040-0605,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,0363-6119,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,1931-857X,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF POLITICAL SCIENCE,0092-5853,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,0749-3797,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PRIMATOLOGY,0275-2565,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PSYCHIATRY,0002-953X,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF PUBLIC HEALTH,0090-0036,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,1046-7408,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,1073-449X,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,1044-1549,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF ROENTGENOLOGY,0361-803X,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF SCIENCE,0002-9599,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF SOCIOLOGY,0002-9602,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF SPORTS MEDICINE,0363-5465,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF SURGERY,0002-9610,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF SURGICAL PATHOLOGY,0147-5185,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF THE MEDICAL SCIENCES,0002-9629,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF TRANSPLANTATION,1600-6135,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,0002-9637,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL OF VETERINARY RESEARCH,0002-9645,A1,Enero 2011 - Diciembre 2011
AMERICAN JOURNAL ON MENTAL RETARDATION,0895-8017,A1,Enero 2011 - Diciembre 2011
AMERICAN MIDLAND NATURALIST,0003-0031,A1,Enero 2011 - Diciembre 2011
AMERICAN MINERALOGIST,0003-004X,A1,Enero 2011 - Diciembre 2011
AMERICAN NATURALIST,0003-0147,A1,Enero 2011 - Diciembre 2011
AMERICAN POLITICAL SCIENCE REVIEW,0003-0554,A1,Enero 2011 - Diciembre 2011
AMERICAN PSYCHOLOGIST,0003-066X,A1,Enero 2011 - Diciembre 2011
AMERICAN SOCIOLOGICAL REVIEW,0003-1224,A1,Enero 2011 - Diciembre 2011
AMERICAN STATISTICIAN,0003-1305,A1,Enero 2011 - Diciembre 2011
AMERICAN SURGEON,0003-1348,A1,Enero 2011 - Diciembre 2011
AMINO ACIDS,0939-4451,A1,Enero 2011 - Diciembre 2011
AMYOTROPHIC LATERAL SCLEROSIS: OFFICIAL PUBLICATION OF THE WORLD FEDERATION OF NEUROLOGY RESEARCH GROUP ON MOTOR NEURON DISEASES,1748-2968,A1,Enero 2011 - Diciembre 2011
ANAEROBE,1075-9964,A1,Enero 2011 - Diciembre 2011
ANAESTHESIA,0003-2409,A1,Enero 2011 - Diciembre 2011
ANAIS BRASILEIROS DE DERMATOLOGIA,0365-0596,A1,Enero 2011 - Diciembre 2011
ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,0001-3765,A1,Enero 2011 - Diciembre 2011
ANAIS DO MUSEU PAULISTA: HISTÓRIA E CULTURA MATERIAL,0101-4714,A1,Enero 2011 - Diciembre 2011
ANALES DEL INSTITUTO DE LA PATAGONIA NÚMERO,0718-686X,A1,Enero 2011 - Diciembre 2011
ANALES DEL SISTEMA SANITARIO DE NAVARRA,1137-6627,A1,Enero 2011 - Diciembre 2011
ANÁLISE SOCIAL,0003-2573,A1,Enero 2011 - Diciembre 2011
ANALYST,0003-2654,A1,Enero 2011 - Diciembre 2011
ANALYTICA CHIMICA ACTA,0003-2670,A1,Enero 2011 - Diciembre 2011
ANALYTICAL AND BIOANALYTICAL CHEMISTRY,1618-2642,A1,Enero 2011 - Diciembre 2011
ANALYTICAL BIOCHEMISTRY,0003-2697,A1,Enero 2011 - Diciembre 2011
ANALYTICAL CHEMISTRY,0003-2700,A1,Enero 2011 - Diciembre 2011
ANALYTICAL LETTERS,0003-2719,A1,Enero 2011 - Diciembre 2011
ANALYTICAL SCIENCES,0910-6340,A1,Enero 2011 - Diciembre 2011
ANATOMICAL RECORD-ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY,1932-8486,A1,Enero 2011 - Diciembre 2011
ANATOMICAL SCIENCES EDUCATION,1935-9772,A1,Enero 2011 - Diciembre 2011
ANCLAJES - REVISTA DEL INSTITUTO DE ANÁLISIS SEMIÓTICO DEL DISCURSO -,1851-4669,A1,Enero 2011 - Diciembre 2011
ANDAMIOS: REVISTA DE INVESTIGACION SOCIAL,1870-0063,A1,Enero 2011 - Diciembre 2011
ANDEAN GEOLOGY,0718-7106,A1,Enero 2011 - Diciembre 2011
ANDES (SALTA) - ANTROPOLOGÍA E HISTORIA,1668-8090,A1,Enero 2011 - Diciembre 2011
ANESTHESIA AND ANALGESIA,0003-2999,A1,Enero 2011 - Diciembre 2011
ANESTHESIOLOGY,0003-3022,A1,Enero 2011 - Diciembre 2011
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,1433-7851,A1,Enero 2011 - Diciembre 2011
ANGIOGENESIS,0969-6970,A1,Enero 2011 - Diciembre 2011
ANGIOLOGIA E CIRURGIA VASCULAR,1646-706X,A1,Enero 2011 - Diciembre 2011
ANGLE ORTHODONTIST,0003-3219,A1,Enero 2011 - Diciembre 2011
ANIMAL BEHAVIOUR,0003-3472,A1,Enero 2011 - Diciembre 2011
ANIMAL COGNITION,1435-9448,A1,Enero 2011 - Diciembre 2011
ANIMAL CONSERVATION,1367-9430,A1,Enero 2011 - Diciembre 2011
ANIMAL FEED SCIENCE AND TECHNOLOGY,0377-8401,A1,Enero 2011 - Diciembre 2011
ANIMAL GENETICS,0268-9146,A1,Enero 2011 - Diciembre 2011
ANIMAL REPRODUCTION SCIENCE,0378-4320,A1,Enero 2011 - Diciembre 2011
ANNALES GEOPHYSICAE,0992-7689,A1,Enero 2011 - Diciembre 2011
ANNALS OF ALLERGY ASTHMA &AMP; IMMUNOLOGY,1081-1206,A1,Enero 2011 - Diciembre 2011
ANNALS OF APPLIED BIOLOGY,0003-4746,A1,Enero 2011 - Diciembre 2011
ANNALS OF BEHAVIORAL MEDICINE,0883-6612,A1,Enero 2011 - Diciembre 2011
ANNALS OF BIOMEDICAL ENGINEERING,0090-6964,A1,Enero 2011 - Diciembre 2011
ANNALS OF BOTANY,0305-7364,A1,Enero 2011 - Diciembre 2011
ANNALS OF CLINICAL BIOCHEMISTRY,0004-5632,A1,Enero 2011 - Diciembre 2011
ANNALS OF CLINICAL PSYCHIATRY,1040-1237,A1,Enero 2011 - Diciembre 2011
ANNALS OF EMERGENCY MEDICINE,0196-0644,A1,Enero 2011 - Diciembre 2011
ANNALS OF EPIDEMIOLOGY,1047-2797,A1,Enero 2011 - Diciembre 2011
ANNALS OF FAMILY MEDICINE,1544-1709,A1,Enero 2011 - Diciembre 2011
ANNALS OF HEMATOLOGY,0939-5555,A1,Enero 2011 - Diciembre 2011
ANNALS OF HUMAN GENETICS,0003-4800,A1,Enero 2011 - Diciembre 2011
ANNALS OF INTERNAL MEDICINE,0003-4819,A1,Enero 2011 - Diciembre 2011
ANNALS OF MATHEMATICS,0003-486X,A1,Enero 2011 - Diciembre 2011
ANNALS OF MEDICINE,0785-3890,A1,Enero 2011 - Diciembre 2011
ANNALS OF NEUROLOGY,0364-5134,A1,Enero 2011 - Diciembre 2011
ANNALS OF NUTRITION AND METABOLISM,0250-6807,A1,Enero 2011 - Diciembre 2011
ANNALS OF ONCOLOGY,0923-7534,A1,Enero 2011 - Diciembre 2011
ANNALS OF OPERATIONS RESEARCH,0254-5330,A1,Enero 2011 - Diciembre 2011
ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY,0003-4894,A1,Enero 2011 - Diciembre 2011
ANNALS OF PHARMACOTHERAPY,1060-0280,A1,Enero 2011 - Diciembre 2011
ANNALS OF PHYSICS,0003-4916,A1,Enero 2011 - Diciembre 2011
ANNALS OF PLASTIC SURGERY,0148-7043,A1,Enero 2011 - Diciembre 2011
