journal,issn,category_publindex,year_publindex
INTERNATIONAL JOURNAL OF CHEMICAL KINETICS  ,0538-8066,A2,Septiembre 2007 - Diciembre 2008
INTERNATIONAL RICE COMMISSION NEWSLETTER,0538-9550,C,Septiembre 2007 - Diciembre 2008
SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES  ,0539-0184,A2,Septiembre 2007 - Diciembre 2008
NEWS - INTERNATIONAL SOCIETY FOR ROCK MECHANICS ,0539-0281,C,Septiembre 2007 - Diciembre 2008
INTERNATIONAL UPPER MANTLE PROJECT REPORT ,0539-1229,C,Septiembre 2007 - Diciembre 2008
INTERNATIONALE KOOPERATION ,0539-1547,C,Septiembre 2007 - Diciembre 2008
INVESTIGACIONES Y ENSAYOS,0539-242X,C,Septiembre 2007 - Diciembre 2008
NOTAS DEL MUSEO - MUSEO DE HISTORIA NATURAL DE SAN RAFAEL ,0539-3027,C,Septiembre 2007 - Diciembre 2008
BOLETIN - CONSEJO DE RECURSOS NATURALES NO RENOVABLES ,0539-5526,C,Septiembre 2007 - Diciembre 2008
"BULLETIN - MICHIGAN, GEOLOGICAL SURVEY DIVISION ",0539-7545,C,Septiembre 2007 - Diciembre 2008
MINAS (C) ,0540-1267,C,Septiembre 2007 - Diciembre 2008
MINERALOGICA ET PETROGRAPHICA ACTA ,0540-1437,C,Septiembre 2007 - Diciembre 2008
A NEHEZIPARI MUSZAKI EGYETEM KOZLEMENYEI PUBLICATIONS -TECHNICAL ,0540-3413,C,Septiembre 2007 - Diciembre 2008
"BULLETIN - MISSISSIPPI GEOLOGICAL, ECONOMIC AND TOPOGRAPHIC SURVEY  ",0540-374X,C,Septiembre 2007 - Diciembre 2008
EDUCATIONAL SERIES - MISSOURI GEOLOGICAL SURVEY AND WATER RESOURCES  ,0540-4207,C,Septiembre 2007 - Diciembre 2008
MORSKIYE GRAVIMETRICHESKIYE ISSLEDOVANIYA ,0540-8903,C,Septiembre 2007 - Diciembre 2008
NAUCHNYYE SOOBSHCHENIYA - INSTITUT GORNOGO DELA IM. A. A.,0540-939X,C,Septiembre 2007 - Diciembre 2008
TRUDY - VSESOYUZNYY NAUCHNO-ISSLEDOVATEL'SKIY INSTITUT GIDROGEOLOGII I INZHENERNOY GEOLOGII,0541-1025,C,Septiembre 2007 - Diciembre 2008
"AXEL HEIBERG ISLAND RESEARCH REPORTS, GLACIOLOGY ",0541-6191,C,Septiembre 2007 - Diciembre 2008
"ANNUAL REPORT - MARINE SCIENCES CENTRE, MCGILL UNIVERSITY",0541-6299,C,Septiembre 2007 - Diciembre 2008
"SOIL MECHANICS SERIES, MCGILL UNIVERSITY, GEOTECHNICAL RESEARCH CENTRE  ",0541-6329,C,Septiembre 2007 - Diciembre 2008
REPORTS FROM THE MCLEAN PALEONTOLOGICAL LABORATORY ,0541-6523,C,Septiembre 2007 - Diciembre 2008
MEMORIA - CENTRO DE ESTUDIOS Y EXPERIMENTACION DE OBRAS PUBLICAS,0541-847X,C,Septiembre 2007 - Diciembre 2008
REVISTA DE LA UNIVERSIDAD DE MADRID - 1940 ,0541-8607,C,Septiembre 2007 - Diciembre 2008
TRUDY VSESOYUZNOGO NAUCHNO-ISSLEDOVATEL'SKOGO INSITUTA ZOLOTA I REDKIKH METALLOV,0541-8798,C,Septiembre 2007 - Diciembre 2008
MAHASAGAR ,0542-0938,C,Septiembre 2007 - Diciembre 2008
"SPECIAL ECONOMIC STUDIES SERIES - AUGUSTA, ME. ",0542-1136,C,Septiembre 2007 - Diciembre 2008
MAINZER NATURWISSENSCHAFTLICHES ARCHIV ,0542-1535,C,Septiembre 2007 - Diciembre 2008
"EGYPTIAN STATISTICAL JOURNAL, THE",0542-1748,C,Septiembre 2007 - Diciembre 2008
"COMPTES RENDUS DE LA SEMAINE GEOLOGIQUE, COMITE NATIONAL MALGACHE DE GEOLOGIE ",0542-2485,C,Septiembre 2007 - Diciembre 2008
"MALAGASY, RAPPORT ANNUEL DU SERVICE GEOLOGIQUE ",0542-2663,C,Septiembre 2007 - Diciembre 2008
MALAYAN SCIENTIST ,0542-3449,C,Septiembre 2007 - Diciembre 2008
"BULLETIN - MALAYSIA, GEOLOGICAL SURVEY, BORNEO REGION ",0542-3775,C,Septiembre 2007 - Diciembre 2008
"REPORT - MALAYSIA, GEOLOGICAL SURVEY, BORNEO REGION ",0542-3805,C,Septiembre 2007 - Diciembre 2008
SOILS REPORT ,0542-5433,C,Septiembre 2007 - Diciembre 2008
MAREES TERRESTRES. BULLETIN D'INFORMATIONS ,0542-6766,C,Septiembre 2007 - Diciembre 2008
MARINE INVERTEBRATES OF SCANDINAVIA,0542-6987,C,Septiembre 2007 - Diciembre 2008
MARXISTISCHE BLTTER,0542-7770,C,Septiembre 2007 - Diciembre 2008
"PUBLICATION - WATER RESOURCES RESEARCH CENTER, UNIVERSITY",0542-9315,C,Septiembre 2007 - Diciembre 2008
MATERIALY PO GEOLOGII TSENTRAL'NOGO KAZAKHSTANA ,0543-0631,C,Septiembre 2007 - Diciembre 2008
MEASUREMENT TECHNIQUES  ,0543-1972,A2,Septiembre 2007 - Diciembre 2008
METALURGIJA  ,0543-5846,A2,Septiembre 2007 - Diciembre 2008
"METEOR-FORSCHUNGSERGEBNISSE. REIHE A: ALLGEMEINES, PHYSIK UND",0543-5900,C,Septiembre 2007 - Diciembre 2008
METEOR-FORSCHUNGSERGEBNISSE. REIHE B: METEOROLOGIE UND AERONOMIE,0543-5919,C,Septiembre 2007 - Diciembre 2008
METEOR-FORSCHUNGSERGEBNISSE. REIHE C: GEOLOGIE UND GEOPHYSIK,0543-5927,C,Septiembre 2007 - Diciembre 2008
METEOR-FORSCHUNGSERGEBNISSE. REIHE D: BIOLOGIE ,0543-5935,C,Septiembre 2007 - Diciembre 2008
PALEONTOLOGIA MEXICANA,0543-7252,C,Septiembre 2007 - Diciembre 2008
CIRCULAR - MICHIGAN GEOLOGICAL SURVEY ,0543-8454,C,Septiembre 2007 - Diciembre 2008
GEOLOGICAL SURVEY PAMPHLET ,0543-8489,C,Septiembre 2007 - Diciembre 2008
REPORT OF INVESTIGATION - GEOLOGICAL SURVEY DIVISION ,0543-8497,C,Septiembre 2007 - Diciembre 2008
WATER INVESTIGATION ,0543-8500,C,Septiembre 2007 - Diciembre 2008
PUBLICATION - GREAT LAKES RESEARCH DIVISION,0543-9396,C,Septiembre 2007 - Diciembre 2008
"SPECIAL REPORT OF THE GREAT LAKES RESEARCH DIVISION, UNIVERSITY OF MICHIGAN ",0543-940X,C,Septiembre 2007 - Diciembre 2008
MIDDLE EAST JOURNAL OF ANESTHESIOLOGY ,0544-0440,B,Septiembre 2007 - Diciembre 2008
TURKISH YEARBOOK OF INTERNATIONAL RELATIONS/ MILLETLERARASI MANASEBETLER TURK YILLIGI,0544-1943,C,Septiembre 2007 - Diciembre 2008
MINERALOGICAL JOURNAL ,0544-2540,C,Septiembre 2007 - Diciembre 2008
SPECIAL PAPER - MINERALOGICAL SOCIETY OF AMERICA ,0544-2559,C,Septiembre 2007 - Diciembre 2008
MINERALOGIYA I GEOKHIMIYA (LENINGRAD) ,0544-2567,C,Septiembre 2007 - Diciembre 2008
MINERIA,0544-2605,C,Septiembre 2007 - Diciembre 2008
MINNESOTA GEOLOGICAL SURVEY. EDUCATIONAL SERIES ,0544-3083,C,Septiembre 2007 - Diciembre 2008
INFORMATION CIRCULAR - MINNESOTA GEOLOGICAL SURVEY  ,0544-3105,C,Septiembre 2007 - Diciembre 2008
MISCELLANEOUS MAP SERIES (ST. PAUL) ,0544-3113,C,Septiembre 2007 - Diciembre 2008
WRRC BULLETIN ,0544-3466,C,Septiembre 2007 - Diciembre 2008
MISSISSIPPI WATER NEWS ,0544-4950,C,Septiembre 2007 - Diciembre 2008
UMR JOURNAL,0544-5396,C,Septiembre 2007 - Diciembre 2008
TRANSACTIONS OF THE MISSOURI ACADEMY OF SCIENCE,0544-540X,C,Septiembre 2007 - Diciembre 2008
"BULLETIN OF THE FACULTY OF AGRICULTURE, MIYAZAKI UNIVERSITY",0544-6066,C,Septiembre 2007 - Diciembre 2008
BULLETIN DU MUSEE D'ANTHROPOLOGIE PREHISTORIQUE DE MONACO ,0544-7631,C,Septiembre 2007 - Diciembre 2008
"WATER RESOURCES CIRCULAR - NEW JERSEY, DIVISION OF WATER POLICY AND SUPPLY ",0545-2252,C,Septiembre 2007 - Diciembre 2008
"GEOLOGIC MAP - NEW MEXICO, STATE BUREAU OF MINES AND MINERAL RESOURCES  ",0545-2899,C,Septiembre 2007 - Diciembre 2008
"TECHNICAL REPORTS - NEW SOUTH WALES, DEPARTMENT OF MINES",0545-3682,C,Septiembre 2007 - Diciembre 2008
"PUBLICATION - WAIKATO BRANCH, NEW ZEALAND GEOGRAPHICAL SOCIETY",0545-7637,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND SOIL NEWS ,0545-7904,C,Septiembre 2007 - Diciembre 2008
NIHON UNIVERSITY JOURNAL OF MEDICINE ,0546-0352,C,Septiembre 2007 - Diciembre 2008
,0546-1766,B,Septiembre 2007 - Diciembre 2008
COUNTY GROUND WATER STUDIES ,0546-5001,C,Septiembre 2007 - Diciembre 2008
NORTH DAKOTA GROUND-WATER STUDIES ,0546-515X,C,Septiembre 2007 - Diciembre 2008
NOVENYTERMELES                                                                                                                                                                                                                                            ,0546-8191,C,Septiembre 2007 - Diciembre 2008
NURNBERGER WIRTSCHAFTS- UND SOZIALGEOGRAPHISCHE ARBEITEN ,0546-9112,C,Septiembre 2007 - Diciembre 2008
JOURNAL OF AGRICULTURAL ECONOMICS (NONGYE JINGYI),0546-9600,C,Septiembre 2007 - Diciembre 2008
NEC RESEARCH &AMP; DEVELOPMENT  ,0547-051X,C,Septiembre 2007 - Diciembre 2008
"BULLETIN OF THE FACULTY OF FISHERIES, NAGASAKI UNIVERSITY",0547-1427,C,Septiembre 2007 - Diciembre 2008
"JOURNAL OF THE UNIVERSITY GEOLOGICAL SOCIETY, NAGPUR ",0547-1591,C,Septiembre 2007 - Diciembre 2008
TRUDY VYSOKOGORNOGO GEOFIZICHESKOGO INSTITUTA,0547-1869,C,Septiembre 2007 - Diciembre 2008
BULLETIN OF NARA UNIVERSITY OF EDUCATION. NATURAL SCIENCE,0547-2407,C,Septiembre 2007 - Diciembre 2008
NARODNA UMJETNOST,0547-2504,C,Septiembre 2007 - Diciembre 2008
NA'E GOSPODARSTVO/OUR ECONOMY,0547-3101,C,Septiembre 2007 - Diciembre 2008
SYNTHESIS OF HIGHWAY PRACTICE ,0547-5570,C,Septiembre 2007 - Diciembre 2008
ANNUAL REPORT - NATIONAL INSTITUTE OF OCEANOGRAPHY,0547-7530,C,Septiembre 2007 - Diciembre 2008
"PROCEEDINGS OF THE NATIONAL INSTITUTE OF SCIENCES OF INDIA, PART A:",0547-7565,C,Septiembre 2007 - Diciembre 2008
PUBLICATION - NATIONAL ACADEMY OF SCIENCES-NATIONAL RESEARCH,0547-8464,C,Septiembre 2007 - Diciembre 2008
"REPORT - FOREIGN FIELD RESEARCH PROGRAM, DIVISION OF EARTH SCIENCES, NATIONAL RESEARCH COUNCIL. ",0547-857X,C,Septiembre 2007 - Diciembre 2008
ABHANDLUNGEN DES NATURWISSENSCHAFTLICHEN VEREINS WURZBURG ,0547-9770,C,Septiembre 2007 - Diciembre 2008
NAUKA O ZEMI. GEOLOGICA ,0548-040X,C,Septiembre 2007 - Diciembre 2008
MONOGRAPHIEN VAN DE NEDERLANDSE ENTOMOLOGISCHE VERENIGING,0548-1163,C,Septiembre 2007 - Diciembre 2008
PROCEEDINGS AND INFORMATION - COMMITTEE FOR HYDROLOGICAL RESEARCH T.N.O,0548-1228,C,Septiembre 2007 - Diciembre 2008
"NEFTYANAYA I GAZOVAYA PROMYSHLENNOST¿ (KIEV, 1960) ",0548-1414,C,Septiembre 2007 - Diciembre 2008
NEOTROPICA. NOTAS ZOOLOGICAS AMERICANAS,0548-1686,C,Septiembre 2007 - Diciembre 2008
WATER RESOURCES-INFORMATION SERIES REPORT  ,0548-3557,C,Septiembre 2007 - Diciembre 2008
"TECHNICAL REPORT SERIES H-W, HYDROLOGY AND WATER RESOURCES PUBLICATION",0548-3697,C,Septiembre 2007 - Diciembre 2008
"BULLETIN - NEW HAMPSHIRE, DEPARTMENT OF RESOURCES AND ECONOMIC DEVELOPMENT ",0548-4723,C,Septiembre 2007 - Diciembre 2008
"MEMOIR - NEW MEXICO, BUREAU OF MINES AND MINERAL RESOURCES ",0548-5975,C,Septiembre 2007 - Diciembre 2008
SCENIC TRIPS TO THE GEOLOGIC PAST  ,0548-5983,C,Septiembre 2007 - Diciembre 2008
GROUND-WATER LEVELS IN NEW MEXICO. BASIC DATA REPORT ,0548-6165,C,Septiembre 2007 - Diciembre 2008
SPECIAL PUBLICATION - NEW MEXICO GEOLOGICAL SOCIETY ,0548-6327,C,Septiembre 2007 - Diciembre 2008
MEMOIR - NEW YORK STATE MUSEUM AND SCIENCE SERVICE ,0548-8265,C,Septiembre 2007 - Diciembre 2008
INDUSTRIAL MINERALS AND ROCKS ,0548-9776,C,Septiembre 2007 - Diciembre 2008
REPORT NZGS  ,0548-9784,C,Septiembre 2007 - Diciembre 2008
REPORT OF THE NATIONAL WATER AND SOIL CONSERVATION AUTHORITY ,0548-9954,C,Septiembre 2007 - Diciembre 2008
N.Z. SOIL BUREAU REPORT ,0549-0049,C,Septiembre 2007 - Diciembre 2008
BULLETIN - LAND USE CAPABILITY SURVEY ,0549-0057,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND AGRICULTURAL SCIENCE ,0549-0146,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND ELECTRONICS REVIEW ,0549-026X,C,Septiembre 2007 - Diciembre 2008
GEOLOGY REPORT - ST. JOHN'S ,0549-0863,C,Septiembre 2007 - Diciembre 2008
RECORDS OF THE GEOLOGICAL SURVEY OF NIGERIA ,0549-2246,C,Septiembre 2007 - Diciembre 2008
TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES  ,0549-3811,A2,Septiembre 2007 - Diciembre 2008
SPECIAL PAPERS - PALAEONTOLOGICAL SOCIETY OF JAPAN ,0549-3927,C,Septiembre 2007 - Diciembre 2008
JOURNAL OF THE JAPAN SOCIETY OF PPHOTOGRAMMETRY SHASHIN SOKURYO  ,0549-4451,C,Septiembre 2007 - Diciembre 2008
"JOURNAL OF THE FACULTY OF SCIENCE, NIIGATA UNIVERSITY, SERIES 2: BIOLOGY, GEOLOGY, AND MINERALOGY ",0549-4842,C,Septiembre 2007 - Diciembre 2008
NORTH CENTRAL REGIONAL EXTENSION PUBLICATION ,0549-8279,C,Septiembre 2007 - Diciembre 2008
"FORSCHUNG UND BERATUNG. REIHE C, WISSENSCHAFTLICHE BERICHTE UND DISKUSSIONSBEITRAGE  ",0549-8791,C,Septiembre 2007 - Diciembre 2008
"NORTHERN IRELAND, MEMOIRS OF THE GEOLOGICAL SURVEY ",0549-9038,C,Septiembre 2007 - Diciembre 2008
NORTHWESTERN UNIVERSITY STUDIES IN GEOGRAPHY ,0550-0052,C,Septiembre 2007 - Diciembre 2008
LAKSE- OG SJOEAUREFISKE/SALMON AND TROUT FISHERIES,0550-0419,C,Septiembre 2007 - Diciembre 2008
NOTATKI ORNITOLOGICZNE ,0550-0842,C,Septiembre 2007 - Diciembre 2008
NUCLEAR PHYSICS B  ,0550-3213,A1,Septiembre 2007 - Diciembre 2008
NUKLEONIKA (ENGLISH EDITION) ,0550-3620,C,Septiembre 2007 - Diciembre 2008
JOURNAL OF AGRICULTURE AND FORESTRY,0550-3744,C,Septiembre 2007 - Diciembre 2008
PUBLICATIONS OF THE NUTTALL ORNITHOLOGICAL CLUB,0550-4082,C,Septiembre 2007 - Diciembre 2008
"VERHANDELINGEN VAN HET KONINKLIJK NEDERLANDS GEOLOGISCH
MIJNBOUWKUNDIG GENOOTSCHAP, GEOLOGISCHE SERIE",0550-6069,C,Septiembre 2007 - Diciembre 2008
BULLETIN OF THE NEW ZEALAND SOCIETY FOR EARTHQUAKE ENGINEERING  ,0550-6743,C,Septiembre 2007 - Diciembre 2008
THE NORTHEASTERN CAVER ,0550-7081,C,Septiembre 2007 - Diciembre 2008
TRAVAUX DE L'INSTITUT DE GEOLOGIE ET D'ANTHROPOLOGIE PREHISTORIQUE DE LA FACULTE DES SCIENCES DE POITIERS,0551-2018,C,Septiembre 2007 - Diciembre 2008
"JOURNAL OF THE UNIVERSITY OF POONA, SCIENCE AND TECHNOLOGY ",0551-4932,C,Septiembre 2007 - Diciembre 2008
SERIA MATEMATYKA,0551-6625,C,Septiembre 2007 - Diciembre 2008
"SCIENTIFIC PAPERS OF THE PRAGUE INSTITUTE OF CHEMICAL TECHNOLOGY, MINERALOGY ",0551-8407,C,Septiembre 2007 - Diciembre 2008
PROBLEMY FIZIKI ATMOSFERY,0552-2056,C,Septiembre 2007 - Diciembre 2008
"WATER RESOURCES BULLETIN, COMMONWEALTH OF PUERTO RICO ",0552-5101,C,Septiembre 2007 - Diciembre 2008
STATUS OF GEOLOGICAL RESEARCH IN THE CARIBBEAN ,0552-5667,C,Septiembre 2007 - Diciembre 2008
SOLNECHNYYE DANNYYE ,0552-5829,C,Septiembre 2007 - Diciembre 2008
PACIFIC GEOLOGY,0552-7333,C,Septiembre 2007 - Diciembre 2008
INFORMATION RELEASE - GEOLOGICAL SURVEY OF PAKISTAN ,0552-8518,C,Septiembre 2007 - Diciembre 2008
PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,0552-9034,C,Septiembre 2007 - Diciembre 2008
PAKISTAN JOURNAL OF SCIENTIFIC RESEARCH,0552-9050,C,Septiembre 2007 - Diciembre 2008
PALAEONTOLOGIA JUGOSLAVICA,0552-9352,C,Septiembre 2007 - Diciembre 2008
JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA  ,0552-9360,C,Septiembre 2007 - Diciembre 2008
MONOGRAPH OF THE PALAEONTOLOGICAL SOCIETY OF INDIA ,0552-9379,C,Septiembre 2007 - Diciembre 2008
"PALAONTOLOGISCHE ABHANDLUNGEN, ABTEILUNG B: PALAOBOTANIK",0552-9387,C,Septiembre 2007 - Diciembre 2008
PROCEEDINGS OF THE PANAMERICAN CONFERENCE ON SOIL MECHANICS AND FOUNDATION ENGINEERING,0552-9883,C,Septiembre 2007 - Diciembre 2008
PENN AR BED,0553-4992,C,Septiembre 2007 - Diciembre 2008
WATER RESOURCES BULLETIN ,0553-5220,C,Septiembre 2007 - Diciembre 2008
EDUCATIONAL SERIES - PENNSYLVANIA GEOLOGICAL SURVEY  ,0553-5700,C,Septiembre 2007 - Diciembre 2008
"INFORMATION CIRCULAR - PENNSYLVANIA, BUREAU OF TOPOGRAPHIC AND GEOLOGIC SURVEY ",0553-5719,C,Septiembre 2007 - Diciembre 2008
PENNSYLVANIA GEOGRAPHER,0553-5980,C,Septiembre 2007 - Diciembre 2008
PERIODICA POLYTECHNICA. CIVIL ENGINEERING. STROITEL'STVO,0553-6626,C,Septiembre 2007 - Diciembre 2008
"PETROLEUM GEOLOGY, A QUARTERLY JOURNAL",0553-8882,C,Septiembre 2007 - Diciembre 2008
PETROLEUM GEOLOGY OF TAIWAN,0553-8890,C,Septiembre 2007 - Diciembre 2008
PFALZISCHE BIBLIOGRAPHIE,0553-9013,C,Septiembre 2007 - Diciembre 2008
"REPORT OF INVESTIGATIONS - PHILIPPINES, BUREAU OF MINES ",0554-0070,C,Septiembre 2007 - Diciembre 2008
PHOTOGRAMMETRIC JOURNAL OF FINLAND,0554-1069,C,Septiembre 2007 - Diciembre 2008
PHYKOS,0554-1182,C,Septiembre 2007 - Diciembre 2008
THE PLASTER JACKET,0554-288X,C,Septiembre 2007 - Diciembre 2008
POCHVOZNANIYE I AGROKHIMIYA,0554-341X,C,Septiembre 2007 - Diciembre 2008
"POLSKA AKADEMIA NAUK, INSTYTUT GEOGRAFII I PRZESTRZENNEGO",0554-5749,C,Septiembre 2007 - Diciembre 2008
PORTS & HARBORS,0554-7555,C,Septiembre 2007 - Diciembre 2008
"ESTUDOS, ENSAIOS E DOCUMENTOS - JUNTA DE INVESTIGACOES DO ULTRAMAR  ",0554-775X,C,Septiembre 2007 - Diciembre 2008
GEOGRAFIA - UNIWERSYTET IM. ADAMA MICKIEWICZA W POZNANIU  ,0554-8128,C,Septiembre 2007 - Diciembre 2008
PRACE INSTYTUTOW I LABORATORIOW BADAWCZYCH PRZEMYSLU SPOZYWCZEGO,0554-9043,C,Septiembre 2007 - Diciembre 2008
PRACE ZOOLOGICZNE-WROCLAW ,0554-9051,C,Septiembre 2007 - Diciembre 2008
ACTA FAUNISTICA ENTOMOLOGICA,0554-9264,C,Septiembre 2007 - Diciembre 2008
PRIKLADNAIA BIOKHIMIIA I MIKROBIOLOGIIA,0555-1099,B,Septiembre 2007 - Diciembre 2008
PROBLEMY ARKTIKI I ANTARKTIKI,0555-2648,C,Septiembre 2007 - Diciembre 2008
ROSSIISKAYA AKADEMIYA NAUK. PROBLEMY PEREDACHI INFORMATSII,0555-2923,C,Septiembre 2007 - Diciembre 2008
PROBLEMY SEVERA (S),0555-2982,B,Septiembre 2007 - Diciembre 2008
PSYCHOLÓGIA A PATOPSYCHOLÓGIA DIETATA,0555-5574,B,Septiembre 2007 - Diciembre 2008
RESEARCH BULLETIN OF THE EAST PANJAB UNIVERSITY ,0555-7623,C,Septiembre 2007 - Diciembre 2008
PANJAB UNIVERSITY RESEARCH JOURNAL. SCIENCE. NEW SERIES,0555-7631,C,Septiembre 2007 - Diciembre 2008
"TECHNICAL REPORT - PURDUE UNIVERSITY, WATER RESOURCES RESEARCH CENTER",0555-8026,C,Septiembre 2007 - Diciembre 2008
PROBLEMY PROCHNOSTI,0556-171X,C,Septiembre 2007 - Diciembre 2008
PROGRESS IN GEOGRAPHY,0556-1892,C,Septiembre 2007 - Diciembre 2008
"PHYSICAL REVIEW, B: SOLID STATE",0556-2805,C,Septiembre 2007 - Diciembre 2008
PHYSICAL REVIEW C  ,0556-2813,A1,Septiembre 2007 - Diciembre 2008
KNIHOVNA USTREDNIHO USTAVU GEOLOGICKEHO ,0556-3003,C,Septiembre 2007 - Diciembre 2008
PAKISTAN JOURNAL OF BOTANY  ,0556-3321,A2,Septiembre 2007 - Diciembre 2008
POPULAR GEOLOGY PAPER,0556-4085,C,Septiembre 2007 - Diciembre 2008
,0556-6177,B,Septiembre 2007 - Diciembre 2008
REVISTA ESPANOLA DE ANTROPOLOGIA AMERICANA,0556-6533,C,Septiembre 2007 - Diciembre 2008
REVISTA ESPANOLA DE MICROPALEONTOLOGIA  ,0556-655X,C,Septiembre 2007 - Diciembre 2008
REVISTA FORESTAL VENEZOLANA,0556-6606,C,Septiembre 2007 - Diciembre 2008
REVISTA GEOGRAFICA - MERIDA  ,0556-6630,C,Septiembre 2007 - Diciembre 2008
REVUE DE GEOMORPHOLOGIE DYNAMIQUE  ,0556-7432,C,Septiembre 2007 - Diciembre 2008
REVUE FRANÇAISE DE PÉDAGOGIE,0556-7807,C,Septiembre 2007 - Diciembre 2008
"REVUE ROUMAINE DE GEOLOGIE, GEOPHYSIQUE ET GEOGRAPHIE, SERIE DE GEOGRAPHIE  ",0556-8099,C,Septiembre 2007 - Diciembre 2008
"REVUE ROUMAINE DE GEOLOGIE, GEOPHYSIQUE ET GEOGRAPHIE, SERIE DE GEOLOGIE  ",0556-8102,C,Septiembre 2007 - Diciembre 2008
"REVUE ROUMAINE DE GEOLOGIE, GEOPHYSIQUE ET GEOGRAPHIE. SEIE DE GEOPHYSIQUE  ",0556-8110,C,Septiembre 2007 - Diciembre 2008
QUADERNI DE 'LA RICERCA SCIENTIFICA'  ,0556-9664,C,Septiembre 2007 - Diciembre 2008
RICERCA SCIENTIFICA. PARTE 2. RENDICONTI. SEZIONE A. ABIOLOGICA ,0556-9680,C,Septiembre 2007 - Diciembre 2008
ECONOMIC STUDIES QUARTERLY,0557-109X,C,Septiembre 2007 - Diciembre 2008
RIVISTA ITALIANA DI GEOTECNICA ,0557-1405,C,Septiembre 2007 - Diciembre 2008
RIVISTA TRIMESTRALE DI DIRITTO PUBBLICO,0557-1464,C,Septiembre 2007 - Diciembre 2008
"ROCKY MOUNTAIN MINERAL LAW INSTITUTE, ANNUAL  ",0557-1987,C,Septiembre 2007 - Diciembre 2008
UNIVERSITY OF ROORKEE RESEARCH JOURNAL,0557-3254,C,Septiembre 2007 - Diciembre 2008
PROCEEDINGS OF THE ROYAL SOCIETY OF NEW ZEALAND,0557-4161,C,Septiembre 2007 - Diciembre 2008
TRANSACTIONS OF THE ROYAL SOCIETY OF NEW ZEALAND. BIOLOGICAL SCIENCES,0557-417X,C,Septiembre 2007 - Diciembre 2008
STUDII TEHNICE SI ECONOMICE. SERIA A: PROSPECTIUNI SI EXPLORARI GEOLOGICE ,0557-4536,C,Septiembre 2007 - Diciembre 2008
"TECHNICAL AND ECONOMICAL BULLETINS - GEOLOGICAL INSTITUTE, SERIES C,PEDOLOGY",0557-4552,C,Septiembre 2007 - Diciembre 2008
"STUDII TEHNICE SI ECONOMICE - INSTITUTUL GEOLOGIC, SERIA J, STRATIGRAFIE ",0557-4609,C,Septiembre 2007 - Diciembre 2008
READING UNIVERSITY GEOLOGICAL REPORTS ,0557-692X,C,Septiembre 2007 - Diciembre 2008
RECHERCHES ANGLAISES ET AMERICAINES ,0557-6989,C,Septiembre 2007 - Diciembre 2008
ROCKY MOUNTAIN MINERAL LAW NEWSLETTER  ,0557-8051,C,Septiembre 2007 - Diciembre 2008
"PROCEEDINGS OF THE ANNUAL CONFERENCE OF THE LAW OF THE SEA INSTITUTE, UNIVERSITY OF RHODE ISLAND",0557-8620,C,Septiembre 2007 - Diciembre 2008
"SPECIAL PUBLICATION - LAW OF THE SEA INSTITUTE, UNIVERSITY OF RHODE ISLAND ",0557-8639,C,Septiembre 2007 - Diciembre 2008
SCAR BULLETIN  ,0558-0048,C,Septiembre 2007 - Diciembre 2008
SCIENCE REPORTS OF THE SAITAMA UNIVERSITY. SERIES B: BIOLOGY AND EARTH SCIENCES ,0558-244X,C,Septiembre 2007 - Diciembre 2008
SALZBURGER BEITRAGE ZUR PARACELSUSFORSCHUNG,0558-3489,B,Septiembre 2007 - Diciembre 2008
SANANJALKA,0558-4639,C,Septiembre 2007 - Diciembre 2008
DER SAUERLANDISCHE NATURBEOBACHTER ,0558-7247,C,Septiembre 2007 - Diciembre 2008
SCIENCE RECORD - PEKING ,0559-1244,C,Septiembre 2007 - Diciembre 2008
REPORT OF PROCEEDINGS / THE SCOTTISH SOCIETY OF THE HISTORY OF MEDICINE. SCOTTISH SOCIETY OF THE HISTORY OF MEDICINE,0559-1996,B,Septiembre 2007 - Diciembre 2008
SCUOLA IN AZIONE ,0559-233X,C,Septiembre 2007 - Diciembre 2008
PUBLICACIONES DE LA UNIVERSIDAD DE SEVILLA,0559-6645,C,Septiembre 2007 - Diciembre 2008
,0559-7765,B,Septiembre 2007 - Diciembre 2008
SHUILI XUEBAO  ,0559-9350,C,Septiembre 2007 - Diciembre 2008
SLOVENSKY KRAS  ,0560-3137,C,Septiembre 2007 - Diciembre 2008
REVISTA BRASILEIRA DE CARTOGRAFIA ,0560-4613,C,Septiembre 2007 - Diciembre 2008
COLLOQUE - SOCIETE BOTANIQUE DE FRANCE ,0560-4990,C,Septiembre 2007 - Diciembre 2008
BULLETIN DE LA SOCIETE GEOLOGIQUE ET MINERALOGIQUE DE BRETAGNE. SERIE C ,0560-5466,C,Septiembre 2007 - Diciembre 2008
INDEX OF WELLS SHOT FOR VELOCITY  ,0560-6225,C,Septiembre 2007 - Diciembre 2008
