journal,issn,category_publindex,year_publindex
"OCCASIONAL REPORT - UNIVERSITY OF WAIKATO, DEPARTMENT OF EARTH",0110-0947,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND ALPINE JOURNAL ,0110-1080,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND DEPARTMENT OF LANDS AND SURVEY INFORMATION SERIES,0110-1226,C,Septiembre 2007 - Diciembre 2008
PROCEEDINGS OF TECHNICAL GROUPS - NEW ZEALAND INSTITUTION OF ENGINEERS,0110-1358,C,Septiembre 2007 - Diciembre 2008
LANDSCAPE,0110-1439,C,Septiembre 2007 - Diciembre 2008
MISCELLANEOUS SERIES - NATIONAL MUSEUM OF NEW ZEALAND ,0110-1447,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND SOIL BUREAU BIBLIOGRAPHIC REPORT ,0110-165X,C,Septiembre 2007 - Diciembre 2008
OCCASIONAL PUBLICATION - FISHERIES RESEARCH DIVISION ,0110-1765,C,Septiembre 2007 - Diciembre 2008
N.Z. SOIL SURVEY REPORT ,0110-2079,C,Septiembre 2007 - Diciembre 2008
"PUBLICATION OF GEOLOGY DEPARTMENT, VICTORIA UNIVERSITY OF WELLINGTON",0110-2125,C,Septiembre 2007 - Diciembre 2008
REPORT - UNIVERSITY OF WAIKATO. ANTARCTIC RESEARCH UNIT ,0110-2192,C,Septiembre 2007 - Diciembre 2008
"APPENDIX TO THE JOURNALS OF THE HOUSE OF REPRESENTATIVES OF NEW
ZEALAND",0110-3407,C,Septiembre 2007 - Diciembre 2008
"ANNUAL GENERAL MEETING AND CONFERENCE - THE AUSTRALASIAN INSTITUTE
OF MINING AND METALLURGY, NEW ZEALAND BRANCH",0110-3687,C,Septiembre 2007 - Diciembre 2008
WATER & SOIL TECHNICAL PUBLICATION ,0110-4144,C,Septiembre 2007 - Diciembre 2008
PROCEEDINGS OF THE NUTRITION SOCIETY OF NEW ZEALAND,0110-4187,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND ARCHITECT ,0110-425X,C,Septiembre 2007 - Diciembre 2008
BUILD - WELLINGTON  ,0110-4381,C,Septiembre 2007 - Diciembre 2008
WATER & SOIL MANAGEMENT PUBLICATION ,0110-4691,C,Septiembre 2007 - Diciembre 2008
WATER & SOIL MISCELLANEOUS PUBLICATION ,0110-4705,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND VOLCANOLOGICAL RECORD ,0110-4985,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND ANTARCTIC RECORD ,0110-5124,C,Septiembre 2007 - Diciembre 2008
NZOI OCEANOGRAPHIC FIELD REPORT ,0110-5205,C,Septiembre 2007 - Diciembre 2008
PUBLICATION P - NEW ZEALAND RESEARCH AND DEVELOPMENT COMMITTEE,0110-5388,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND JOURNAL OF ARCHAEOLOGY ,0110-540X,C,Septiembre 2007 - Diciembre 2008
CHEMISTRY IN NEW ZEALAND - CHRISTCHURCH  ,0110-5566,C,Septiembre 2007 - Diciembre 2008
CONSUMER - WELLINGTON  ,0110-5949,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND CARTOGRAPHIC JOURNAL ,0110-6007,C,Septiembre 2007 - Diciembre 2008
EDS REPORT  ,0110-6090,C,Septiembre 2007 - Diciembre 2008
GEOPHYSICS DIVISION REPORT  ,0110-6112,C,Septiembre 2007 - Diciembre 2008
NZOI RECORDS ,0110-618X,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND SPELEOLOGICAL BULLETIN ,0110-621X,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND ENVIRONMENT ,0110-6287,C,Septiembre 2007 - Diciembre 2008
GROWER,0110-6368,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND DRAUGHTSMAN ,0110-6414,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND JOURNAL OF ECOLOGY  ,0110-6465,A2,Septiembre 2007 - Diciembre 2008
RESERVES SERIES ,0110-6546,C,Septiembre 2007 - Diciembre 2008
AGRONOMY NEW ZEALAND,0110-6589,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND ENGINEERING NEWS ,0110-6880,C,Septiembre 2007 - Diciembre 2008
"TECHNICAL NOTE - GEOPHYSICS DIVISION. DEPARTMENT OF SCIENTIFIC AND INDUSTRIAL RESEARCH, WELLINGTON",0110-7089,C,Septiembre 2007 - Diciembre 2008
"REPORT - APPLIED MATHEMATICS DIVISION, DEPARTMENT OF SCIENTIFIC AND INDUSTRIAL RESEARCH ",0110-7097,C,Septiembre 2007 - Diciembre 2008
A.R.W.B. TECHNICAL PUBLICATION ,0110-7143,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND ANTARCTIC RESEARCH PROGRAMME ,0110-7240,C,Septiembre 2007 - Diciembre 2008
DSIR GEOTHERMAL REPORT ,0110-7259,C,Septiembre 2007 - Diciembre 2008
BEECH RESEARCH NEWS ,0110-7275,C,Septiembre 2007 - Diciembre 2008
LOESS LETTER,0110-7658,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND FISHING NEWS ,0110-8476,C,Septiembre 2007 - Diciembre 2008
GEOLOGICAL SOCIETY OF NEW ZEALAND GUIDEBOOK  ,0110-8654,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND GEOLOGICAL SURVEY URBAN SERIES MAP ,0110-8719,C,Septiembre 2007 - Diciembre 2008
RECORDS - NATIONAL MUSEUM OF NEW ZEALAND ,0110-943X,C,Septiembre 2007 - Diciembre 2008
DOMINION MUSEUM BULLETIN ,0110-9979,C,Septiembre 2007 - Diciembre 2008
"REPORT - UNIVERSITY OF AUCKLAND, SCHOOL OF ENGINEERING, DEPARTMENT OF MECHANICAL ENGINEERING ",0111-0128,C,Septiembre 2007 - Diciembre 2008
"REPORT - UNIVERSITY OF AUCKLAND, SCHOOL OF ENGINEERING  ",0111-0136,C,Septiembre 2007 - Diciembre 2008
GAS NEWS  ,0111-0721,C,Septiembre 2007 - Diciembre 2008
NZOI OCEANOGRAPHIC SUMMARY ,0111-1302,C,Septiembre 2007 - Diciembre 2008
ANALYTICAL FACILITY CONTRIBUTION,0111-1337,C,Septiembre 2007 - Diciembre 2008
JOURNAL OF THE NEW ZEALAND SOCIETY OF PERIODONTOLOGY,0111-1485,B,Septiembre 2007 - Diciembre 2008
LINCOLN PAPERS IN RESOURCE MANAGEMEN,0111-1809,C,Septiembre 2007 - Diciembre 2008
ALPHA,0111-1957,C,Septiembre 2007 - Diciembre 2008
COMPUTER RESEARCH SECTION REPORT ,0111-2201,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND SEISMOLOGICAL REPORT (S),0111-2236,C,Septiembre 2007 - Diciembre 2008
N.Z. SOIL BUREAU RECORD ,0111-2406,C,Septiembre 2007 - Diciembre 2008
OSNZ NEWS (C) ,0111-2686,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND TREE GROWER,0111-2694,C,Septiembre 2007 - Diciembre 2008
ROCKHUNTER ,0111-3143,C,Septiembre 2007 - Diciembre 2008
FRESHWATER CATCH  ,0111-3232,C,Septiembre 2007 - Diciembre 2008
"OCCASIONAL REPORT - DEPARTMENT OF SOIL SCIENCE, MASSEY UNIVERSITY",0111-3313,C,Septiembre 2007 - Diciembre 2008
MISCELLANEOUS SERIES - ROYAL SOCIETY OF NEW ZEALAND (C) ,0111-3895,C,Septiembre 2007 - Diciembre 2008
OCCASIONAL PUBLICATION - NEW ZEALAND SOCIETY OF ANIMAL PRODUCTION,0111-3976,C,Septiembre 2007 - Diciembre 2008
N. Z. PHARM.,0111-431X,C,Septiembre 2007 - Diciembre 2008
SOUTH PACIFIC TECHNICAL INVENTORY ,0111-5081,C,Septiembre 2007 - Diciembre 2008
FAUNA OF NEW ZEALAND,0111-5383,C,Septiembre 2007 - Diciembre 2008
WEATHER AND CLIMATE  ,0111-5499,C,Septiembre 2007 - Diciembre 2008
ENERGY JOURNAL ,0111-5839,C,Septiembre 2007 - Diciembre 2008
REPORT NATIONAL RADIATION LABORATORY-F  ,0111-6193,C,Septiembre 2007 - Diciembre 2008
REPORTS OF GEOLOGICAL EXPLORATIONS  ,0111-6517,C,Septiembre 2007 - Diciembre 2008
PROCEEDINGS OF THE NEW ZEALAND GEOTHERMAL WORKSHOP,0111-6835,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND GEOMECHANICS NEWS ,0111-6851,C,Septiembre 2007 - Diciembre 2008
N.Z.G.S. REPORT G ,0111-6991,C,Septiembre 2007 - Diciembre 2008
N.Z.G.S. REPORT M ,0111-7009,C,Septiembre 2007 - Diciembre 2008
N.Z.G.S. REPORT PAL ,0111-7017,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND LIMNOLOGICAL SOCIETY NEWSLETTER ,0111-7203,C,Septiembre 2007 - Diciembre 2008
COASTAL PROCESSES ,0111-7270,C,Septiembre 2007 - Diciembre 2008
QUALITY ASSURANCE IN NEW ZEALAND ,0111-7416,C,Septiembre 2007 - Diciembre 2008
WETA,0111-7696,C,Septiembre 2007 - Diciembre 2008
CHEMISTRY AND INDUSTRY AND LABORATORY MANAGEMENT ,0111-7734,C,Septiembre 2007 - Diciembre 2008
"PUBLICATION - SOIL CONSERVATION CENTRE, AOKAUTERE",0111-7971,C,Septiembre 2007 - Diciembre 2008
FRI BULLETIN ,0111-8129,C,Septiembre 2007 - Diciembre 2008
COMPUTER ANALYSES OF NEW ZEALAND EARTHQUAKE ACCELEROGRAMS  ,0111-8420,C,Septiembre 2007 - Diciembre 2008
WASCO ,0111-8692,C,Septiembre 2007 - Diciembre 2008
JOURNAL OF THE NELSON AND MARLBOROUGH HISTORICAL SOCIETIES ,0111-8773,C,Septiembre 2007 - Diciembre 2008
PLANNING QUARTERLY,0111-9435,C,Septiembre 2007 - Diciembre 2008
TRANSACTIONS OF THE INSTITUTION OF PROFESSIONAL ENGINEERS NEW ZEALAND. CIVIL ENGINEERING SECTION,0111-9508,C,Septiembre 2007 - Diciembre 2008
N.Z.G.S. REPORT SL ,0111-9524,C,Septiembre 2007 - Diciembre 2008
PROCEEDINGS OF TECHNICAL GROUPS - INSTITUTION OF PROFESSIONALENGINEERS NEW ZEALAND ,0111-9532,C,Septiembre 2007 - Diciembre 2008
STREAMLAND ,0111-977X,C,Septiembre 2007 - Diciembre 2008
LABORATORY NEWS (AUCKLAND),0112-0670,C,Septiembre 2007 - Diciembre 2008
HISTORIC PLACES IN NEW ZEALAND ,0112-0743,C,Septiembre 2007 - Diciembre 2008
PROCEEDINGS OF THE SOUTH PACIFIC REGIONAL CONFERENCE ON EARTHQUAKE,0112-0913,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND JOURNAL OF PSYCHOLOGY  ,0112-109X,A2,Septiembre 2007 - Diciembre 2008
PUBLICATION OF THE HYDROLOGY CENTRE,0112-1197,C,Septiembre 2007 - Diciembre 2008
TEPHRA,0112-1359,C,Septiembre 2007 - Diciembre 2008
SPORTS MEDICINE  ,0112-1642,A1,Septiembre 2007 - Diciembre 2008
NEW ZEALAND JOURNAL OF PSYCHOLOGY,0112-190X,C,Septiembre 2007 - Diciembre 2008
ENVIRONMENTAL NEWS ,0112-3076,C,Septiembre 2007 - Diciembre 2008
N.Z.G.S. REPORT EG ,0112-3483,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND JOURNAL OF TECHNOLOGY ,0112-3890,C,Septiembre 2007 - Diciembre 2008
"TECHNICAL REPORT - NEW ZEALAND FOREST SERVICE, ADVISORY SERVICES DIVISION",0112-4358,C,Septiembre 2007 - Diciembre 2008
RECORD - NEW ZEALAND GEOLOGICAL SURVEY  ,0112-465X,C,Septiembre 2007 - Diciembre 2008
SURVEILLANCE (WELLINGTON),0112-4927,C,Septiembre 2007 - Diciembre 2008
TECHNICAL PUBLICATION - DEPARTMENT OF AGRICULTURAL MICROBIOLOGY,0112-4935,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND GEOLOGICAL SURVEY REPORT M ,0112-6881,C,Septiembre 2007 - Diciembre 2008
WATER QUALITY CENTRE PUBLICATION  ,0112-689X,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND GEOLOGICAL SURVEY REPORT G ,0112-6970,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND GEOLOGICAL SURVEY REPORT PAL ,0112-7748,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND SOIL BUREAU SOIL TAXONOMIC UNIT DESCRIPTIONS ,0112-7780,C,Septiembre 2007 - Diciembre 2008
RESOURCE RESEARCH  ,0112-7969,C,Septiembre 2007 - Diciembre 2008
ENERGY & ENVIRONMENT ,0112-8116,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND MARINE SCIENCES SOCIETY NEWSLETTER ,0112-8396,C,Septiembre 2007 - Diciembre 2008
FIELD REPORT - MINERAL RESOURCES OF TONGA ,0112-8442,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND GEOLOGICAL SURVEY REPORT EDS ,0112-8469,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND GEOLOGICAL SURVEY REPORT EG ,0112-9147,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND SOCIOLOGY,0112-921X,C,Septiembre 2007 - Diciembre 2008
NEWSLETTER - NEW ZEALAND GEOPHYSICAL SOCIETY ,0112-9694,C,Septiembre 2007 - Diciembre 2008
ECOLOGY DIVISION REPORT ,0113-048X,C,Septiembre 2007 - Diciembre 2008
PETROLEUM EXPLORATION IN NEW ZEALAND NEWS,0113-0501,C,Septiembre 2007 - Diciembre 2008
GEOLOGY BOARD OF STUDIES PUBLICATION  ,0113-1168,C,Septiembre 2007 - Diciembre 2008
PROCEEDINGS IPENZ ANNUAL CONFERENCE,0113-129X,C,Septiembre 2007 - Diciembre 2008
GEOLOGICAL SOCIETY OF NEW ZEALAND MISCELLANEOUS PUBLICATION  ,0113-1532,C,Septiembre 2007 - Diciembre 2008
COAL GEOLOGY REPORT ,0113-1826,C,Septiembre 2007 - Diciembre 2008
DMFS REPORTS ,0113-2210,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND FISHERIES OCCASIONAL PUBLICATION,0113-227X,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND FISHERIES DATA REPORT,0113-2288,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND MAP SOCIETY JOURNAL ,0113-2458,C,Septiembre 2007 - Diciembre 2008
"RESEARCH REPORT - GEOPHYSICS DIVISION. DEPARTMENT OF SCIENTIFIC AND INDUSTRIAL RESEARCH, WELLINGTON  ",0113-2903,C,Septiembre 2007 - Diciembre 2008
DSIR TECHNICAL REPORT  ,0113-3055,C,Septiembre 2007 - Diciembre 2008
SCIENCE AND RESEARCH SERIES  ,0113-3713,C,Septiembre 2007 - Diciembre 2008
WOOD PROCESSING NEWSLETTER,0113-6224,C,Septiembre 2007 - Diciembre 2008
MOMENTUM ,0113-6291,C,Septiembre 2007 - Diciembre 2008
TONGRIRO : THE JOURNAL OF THE TONGARIRO NATIONAL PARK.,0113-6585,C,Septiembre 2007 - Diciembre 2008
"ANNUAL REPORT. FRESHWATER FISHERIES CENTRE, CHRISTCHURCH",0113-6984,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND NATURAL SCIENCES ,0113-7492,C,Septiembre 2007 - Diciembre 2008
ARCHAEOLOGY IN NEW ZEALAND,0113-7832,C,Septiembre 2007 - Diciembre 2008
ENVIRONMENT UPDATE - WELLINGTON  ,0113-9932,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND GEOGRAPHIC ,0113-9967,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE  ,0114-0671,A2,Septiembre 2007 - Diciembre 2008
TRANSACTIONS OF THE INSTITUTION OF PROFESSIONAL ENGINEERS NEW ZEALAND. GENERAL SECTION,0114-1562,C,Septiembre 2007 - Diciembre 2008
PUBLICATION - MEAT AND WOOL ECONOMIC SERVICE OF NEW ZEALAND,0114-1821,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND GEOLOGICAL SURVEY PALEONTOLOGICAL BULLETIN ,0114-2283,C,Septiembre 2007 - Diciembre 2008
RESOURCE INFORMATION REPORT  ,0114-3719,C,Septiembre 2007 - Diciembre 2008
SCIENCE FACTION FICTION ,0114-4472,C,Septiembre 2007 - Diciembre 2008
DRUG SAFETY  ,0114-5916,A1,Septiembre 2007 - Diciembre 2008
NEWSLETTER - NZ TECTONIC STUDIES GROUP ,0114-7374,C,Septiembre 2007 - Diciembre 2008
SCIENCE SCENE  ,0114-815X,C,Septiembre 2007 - Diciembre 2008
NEW ZEALAND GEOLOGICAL SURVEY REPORT SL ,0114-9253,C,Septiembre 2007 - Diciembre 2008
SCI-TECH - WELLINGTON  ,0114-9407,C,Septiembre 2007 - Diciembre 2008
PHILIPPINE QUARTERLY OF CULTURE AND SOCIETY,0115-0243,C,Septiembre 2007 - Diciembre 2008
FPRDI JOURNAL,0115-0456,C,Septiembre 2007 - Diciembre 2008
ASIA MINING ,0115-0561,C,Septiembre 2007 - Diciembre 2008
PHILIPPINE PHYTOPATHOLOGY,0115-0804,C,Septiembre 2007 - Diciembre 2008
CANOPY INTERNATIONAL,0115-0960,C,Septiembre 2007 - Diciembre 2008
SANTO TOMAS JOURNAL OF MEDICINE,0115-1126,C,Septiembre 2007 - Diciembre 2008
"PHILIPPINE COMMISSION ON VOLCANOLOGY, COMVOL NEWSLETTER.",0115-1215,C,Septiembre 2007 - Diciembre 2008
VOLCANOLOGICAL AND GEOTHERMAL RECORDS,0115-219X,C,Septiembre 2007 - Diciembre 2008
WORLDFISH CENTER STUDIES AND REVIEWS,0115-4389,C,Septiembre 2007 - Diciembre 2008
WORLDFISH CENTER CONFERENCE PROCEEDINGS,0115-4435,C,Septiembre 2007 - Diciembre 2008
PHILIPPINE JOURNAL OF CROP SCIENCE,0115-463X,C,Septiembre 2007 - Diciembre 2008
SEAFDEC ASIAN AQUACULTURE,0115-4974,C,Septiembre 2007 - Diciembre 2008
WORLDFISH CENTER TECHNICAL REPORTS,0115-5547,C,Septiembre 2007 - Diciembre 2008
MINERALS NEWS SERVICE ,0115-5954,C,Septiembre 2007 - Diciembre 2008
WORLDFISH CENTER BIBLIOGRAPHIES,0115-5997,C,Septiembre 2007 - Diciembre 2008
MATIMYAS MATEMATIKA,0115-6926,C,Septiembre 2007 - Diciembre 2008
NACA NEWSLETTER,0115-8503,C,Septiembre 2007 - Diciembre 2008
PHILIPPINE GEOLOGIST,0115-8546,C,Septiembre 2007 - Diciembre 2008
PHILIPPINE REVIEW OF ECONOMICS AND BUSINESS,0115-9001,C,Septiembre 2007 - Diciembre 2008
"FISHERIES JOURNAL. COLLEGE OF FISHERIES, UNIVERSITY OF THE PHILIPPINES IN THE VISAYAS",0115-950X,C,Septiembre 2007 - Diciembre 2008
PHILIPPINE JOURNAL OF VOLCANOLOGY,0116-0109,C,Septiembre 2007 - Diciembre 2008
ANNALS OF TROPICAL RESEARCH,0116-0710,C,Septiembre 2007 - Diciembre 2008
PHIVOLCS OBSERVER,0116-0745,C,Septiembre 2007 - Diciembre 2008
ASIAN DEVELOPMENT REVIEW,0116-1105,C,Septiembre 2007 - Diciembre 2008
ASIAN DEVELOPMENT BANK ECONOMIC STAFF PAPER ,0116-273X,C,Septiembre 2007 - Diciembre 2008
DIRECTORY OF PHILIPPINE PRODUCING MINES AND QUARRIES  ,0116-2888,C,Septiembre 2007 - Diciembre 2008
NAGA,0116-290X,C,Septiembre 2007 - Diciembre 2008
ASIAN ENVIRONMENT,0116-2993,C,Septiembre 2007 - Diciembre 2008
PCARRD MONITOR,0116-3140,C,Septiembre 2007 - Diciembre 2008
SPECIAL PUBLICATION - PHILIPPINE OIL DEVELOPMENT COMPANY ,0116-3485,C,Septiembre 2007 - Diciembre 2008
WORLDFISH CENTER EDUCATION SERIES,0116-5720,C,Septiembre 2007 - Diciembre 2008
ASIAN FISHERIES SCIENCE,0116-6514,C,Septiembre 2007 - Diciembre 2008
WORLDFISH CENTER SOFTWARE,0116-6964,C,Septiembre 2007 - Diciembre 2008
"REPORT. AQUACULTURE DEPARTMENT, SOUTHEAST ASIAN FISHERIES DEVELOPMENT CENTER",0116-712X,C,Septiembre 2007 - Diciembre 2008
CMU JOURNAL OF SCIENCE,0116-7847,C,Septiembre 2007 - Diciembre 2008
ASIAN AND PACIFIC MIGRATION JOURNAL,0117-1968,C,Septiembre 2007 - Diciembre 2008
"AFRICAN JOURNAL OF INTERNATIONAL AFFAIRS AND DEVELOPMENT,",0117-272X,C,Septiembre 2007 - Diciembre 2008
SPECIAL PUBLICATION. ASIAN FISHERIES SOCIETY,0117-2778,C,Septiembre 2007 - Diciembre 2008
ASIA LIFE SCIENCES ,0117-3375,A2,Septiembre 2007 - Diciembre 2008
LUNDAYAN JOURNAL,0117-3588,C,Septiembre 2007 - Diciembre 2008
INTERNATIONAL RICE RESEARCH NOTES,0117-4185,C,Septiembre 2007 - Diciembre 2008
SCIENCE ASIA ,0117-9608,C,Septiembre 2007 - Diciembre 2008
TROPICAL COASTS,0117-9756,C,Septiembre 2007 - Diciembre 2008
ASIAN JOURNAL OF AGRICULTURAL ECONOMICS,0118-6566,C,Septiembre 2007 - Diciembre 2008
PROCEEDINGS - ANNUAL PNOC-EDC GEOTHERMAL CONFERENCE,0118-8542,C,Septiembre 2007 - Diciembre 2008
STUDIES IN PHILIPPINE LANGUAGES AND CULTURES,0119-6456,C,Septiembre 2007 - Diciembre 2008
ENTOMÓLOGO,0122-5480,C,Septiembre 2007 - Diciembre 2008
LITTERAE,0123-0042,C,Septiembre 2007 - Diciembre 2008
TERRITORIOS: REVISTA DE ESTUDIOS REGIONALES Y URBANOS,0123-8418,C,Septiembre 2007 - Diciembre 2008
BOLETIN SAO,0123-9082,C,Septiembre 2007 - Diciembre 2008
ENLACE ,0124-5899,A1,Septiembre 2007 - Diciembre 2008
PHOENIX,0124-8308,C,Septiembre 2007 - Diciembre 2008
NEWSLETTER OF THE GEOLOGICAL SOCIETY OF THAILAND ,0125-040X,C,Septiembre 2007 - Diciembre 2008
JOURNAL OF THE THAI VETERINARY MEDICAL ASSOCIATION,0125-0620,C,Septiembre 2007 - Diciembre 2008
MINERAL RESOURCES GAZETTE ,0125-1554,C,Septiembre 2007 - Diciembre 2008
SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH,0125-1562,B,Septiembre 2007 - Diciembre 2008
AGE NEWS ,0125-1767,C,Septiembre 2007 - Diciembre 2008
JOURNAL OF THE MEDICAL ASSOCIATION OF THAILAND ,0125-2208,B,Septiembre 2007 - Diciembre 2008
CHIANG MAI JOURNAL OF SCIENCE,0125-2526,C,Septiembre 2007 - Diciembre 2008
WARASAN SAMAKHOM THORANIWITTHAYA HAENG PRATHETTHAI JOURNAL OF THE GEOLOGICAL SOCIETY OF THAILAND  ,0125-4626,C,Septiembre 2007 - Diciembre 2008
THAI JOURNAL OF VETERINARY MEDICINE,0125-6491,C,Septiembre 2007 - Diciembre 2008
BUFFALO BULLETIN,0125-6726,C,Septiembre 2007 - Diciembre 2008
"SPECIAL PUBLICATION - CHIANG MAI UNIVERSITY, DEPARTMENT OF GEOLOGICAL SCIENCES ",0125-7757,C,Septiembre 2007 - Diciembre 2008
FISHERIES RESEARCH BULLETIN. KASETSART UNIVERSITY,0125-796X,C,Septiembre 2007 - Diciembre 2008
"NOTES FROM THE FACULTY OF FISHERIES, KASETSART UNIVERSITY",0125-7978,C,Septiembre 2007 - Diciembre 2008
"KASETSART JOURNAL, SOCIAL SCIENCES",0125-8370,C,Septiembre 2007 - Diciembre 2008
ASIAN PACIFIC JOURNAL OF ALLERGY AND IMMUNOLOGY  ,0125-877X,A2,Septiembre 2007 - Diciembre 2008
BULLETIN OF THE NATIONAL INSTITUTE OF GEOLOGY AND MINING BANDUNG ,0125-9059,C,Septiembre 2007 - Diciembre 2008
"PUBLIKASI TEKNIK - DIREKTORAT GEOLOGI, SERI PALEONTOLOGI",0125-9288,C,Septiembre 2007 - Diciembre 2008
ACTA MEDICA INDONESIANA,0125-9326,B,Septiembre 2007 - Diciembre 2008
RISET GEOLOGI DAN PERTAMBANGAN ,0125-9849,C,Septiembre 2007 - Diciembre 2008
PUBLIKASI KHUSUS - DIREKTORAT GEOLOGI SPECIAL PUBLICATION,0126-0138,C,Septiembre 2007 - Diciembre 2008
SERI GEOLOGI EKONOMI - PUSAT PENELITIAN DAN PENGEMBANGAN GEOLOGI ,0126-0324,C,Septiembre 2007 - Diciembre 2008
INDONESIAN J. PHARM. (MAJALAH FARMASI INDONESIA),0126-1037,C,Septiembre 2007 - Diciembre 2008
JOURNAL OF THE ASSOCIATION OF INDONESIAN GEOLOGISTS ,0126-1061,C,Septiembre 2007 - Diciembre 2008
PROCEEDINGS OF THE ANNUAL CONVENTION - INDONESIAN PETROLEUM ASSOCIATION,0126-1126,C,Septiembre 2007 - Diciembre 2008
GEOSURVEY NEWSLETTER  ,0126-1517,C,Septiembre 2007 - Diciembre 2008
 ATOM INDONESIA ,0126-1568,C,Septiembre 2007 - Diciembre 2008
"BULLETIN OF THE BRACKISHWATER AQUACULTURE DEVELOPMENT CENTRE, JEPARA",0126-1924,C,Septiembre 2007 - Diciembre 2008
JOURNAL OF APPLIED SCIENCES IN ENVIRONMENTAL SANITATION,0126-2807,C,Septiembre 2007 - Diciembre 2008
"NUSA, LINGUISTIC STUDIES OF INDONESIAN AND OTHER LANGUAGES IN INDONESIA",0126-2874,C,Septiembre 2007 - Diciembre 2008
"BULLETIN OF THE GEOLOGICAL RESEARCH AND DEVELOPMENT CENTRE, [REPUBLIC OF INDONESIA]  ",0126-3161,C,Septiembre 2007 - Diciembre 2008
BULETIN - PUSAT PENGEMBANGAN TEKNOLOGI MINERAL  ,0126-3560,C,Septiembre 2007 - Diciembre 2008
MINERAL TECHNOLOGY DEVELOPMENT CENTRE NEWSLETTER,0126-3617,C,Septiembre 2007 - Diciembre 2008
"MALAYSIA, GEOLOGICAL SURVEY, ANNUAL REPORT. KUCHING.",0126-5474,C,Septiembre 2007 - Diciembre 2008
WARTA GEOLOGI  ,0126-5539,C,Septiembre 2007 - Diciembre 2008
"ANNUAL REPORT OF THE GEOLOGICAL SURVEY OF MALAYSIA LAPURAN
TAHUNAN KAJIBUMI MALAYSIA",0126-5628,C,Septiembre 2007 - Diciembre 2008
PLANTER,0126-575X,C,Septiembre 2007 - Diciembre 2008
SAINS MALAYSIANA ,0126-6039,C,Septiembre 2007 - Diciembre 2008
 PERTANIKA JOURNAL OF TROPICAL AGRICULTURAL SCIENCE ,0126-6128,C,Septiembre 2007 - Diciembre 2008
BULLETIN GEOLOGICAL SOCIETY OF MALAYSIA  ,0126-6187,C,Septiembre 2007 - Diciembre 2008
"JURNAL - FAKULTI KEJURUTERAAN, UNIVERSITI MALAYA ",0126-6314,C,Septiembre 2007 - Diciembre 2008
BULLETIN OF THE MALAYSIAN MATHEMATICAL SCIENCES SOCIETY. SECOND SERIES,0126-6705,C,Septiembre 2007 - Diciembre 2008
JOURNAL OF THE MALAYSIAN BRANCH OF THE ROYAL ASIATIC SOCIETY,0126-7353,C,Septiembre 2007 - Diciembre 2008
NEWSLETTER - PERSATUAN GEOLOGI MALAYSIA NEWSLETTER - GEOLOGICAL,0126-7892,C,Septiembre 2007 - Diciembre 2008
MALAYSIAN JOURNAL OF SCIENCE,0126-7906,C,Septiembre 2007 - Diciembre 2008
MAJALAH PERANGKAAN BERKENAAN PERUSAHAAN PERLOMBONGAN MALAYSIA,0126-818X,C,Septiembre 2007 - Diciembre 2008
,0126-8635,B,Septiembre 2007 - Diciembre 2008
